标题,长度,访问号,物种,属名,菌株,基因类型,序列类型,高得分片段对(HSPs),E值,比对长度,相同碱基数,相似度,缺口数,查询起始-结束,命中起始-结束
"gi|1335766594|gb|CP026122.1| Aeromonas sp. ASNIH5 chromosome, complete genome",4759223,CP026122.1,Aeromonas sp,Aeromonas,,,complete genome,1,0.00e+00,1124,1115,99.20%,4,6-1126,3216059-3214937
"gi|1335766594|gb|CP026122.1| Aeromonas sp. ASNIH5 chromosome, complete genome",4759223,CP026122.1,Aeromonas sp,Aeromonas,,,complete genome,1,0.00e+00,1124,1115,99.20%,4,6-1126,3398134-3397012
"gi|1335766594|gb|CP026122.1| Aeromonas sp. ASNIH5 chromosome, complete genome",4759223,CP026122.1,Aeromonas sp,Aeromonas,,,complete genome,1,0.00e+00,1124,1115,99.20%,4,6-1126,3822532-3821410
"gi|1335766594|gb|CP026122.1| Aeromonas sp. ASNIH5 chromosome, complete genome",4759223,CP026122.1,Aeromonas sp,Aeromonas,,,complete genome,1,0.00e+00,1124,1115,99.20%,4,6-1126,3980014-3978892
"gi|1335766594|gb|CP026122.1| Aeromonas sp. ASNIH5 chromosome, complete genome",4759223,CP026122.1,Aeromonas sp,Aeromonas,,,complete genome,1,0.00e+00,1118,1110,99.28%,4,6-1120,2922550-2923666
"gi|1335766594|gb|CP026122.1| Aeromonas sp. ASNIH5 chromosome, complete genome",4759223,CP026122.1,Aeromonas sp,Aeromonas,,,complete genome,1,0.00e+00,1124,1109,98.67%,4,6-1126,3134935-3133813
"gi|1335766594|gb|CP026122.1| Aeromonas sp. ASNIH5 chromosome, complete genome",4759223,CP026122.1,Aeromonas sp,Aeromonas,,,complete genome,1,0.00e+00,1124,1109,98.67%,4,6-1126,3264864-3263742
"gi|1335766594|gb|CP026122.1| Aeromonas sp. ASNIH5 chromosome, complete genome",4759223,CP026122.1,Aeromonas sp,Aeromonas,,,complete genome,1,0.00e+00,1118,1104,98.75%,4,6-1120,2587229-2588345
"gi|1335766594|gb|CP026122.1| Aeromonas sp. ASNIH5 chromosome, complete genome",4759223,CP026122.1,Aeromonas sp,Aeromonas,,,complete genome,1,0.00e+00,1118,1113,99.55%,4,6-1120,2195700-2196816
"gi|1335766594|gb|CP026122.1| Aeromonas sp. ASNIH5 chromosome, complete genome",4759223,CP026122.1,Aeromonas sp,Aeromonas,,,complete genome,1,0.00e+00,1118,1111,99.37%,4,6-1120,2710523-2711639
"gi|1335766594|gb|CP026122.1| Aeromonas sp. ASNIH5 chromosome, complete genome",4759223,CP026122.1,Aeromonas sp,Aeromonas,,,complete genome,1,0.00e+00,1124,1115,99.20%,4,6-1126,3216059-3214937
"gi|1335766594|gb|CP026122.1| Aeromonas sp. ASNIH5 chromosome, complete genome",4759223,CP026122.1,Aeromonas sp,Aeromonas,,,complete genome,1,0.00e+00,1124,1115,99.20%,4,6-1126,3398134-3397012
"gi|1335766594|gb|CP026122.1| Aeromonas sp. ASNIH5 chromosome, complete genome",4759223,CP026122.1,Aeromonas sp,Aeromonas,,,complete genome,1,0.00e+00,1124,1115,99.20%,4,6-1126,3822532-3821410
"gi|1335766594|gb|CP026122.1| Aeromonas sp. ASNIH5 chromosome, complete genome",4759223,CP026122.1,Aeromonas sp,Aeromonas,,,complete genome,1,0.00e+00,1124,1115,99.20%,4,6-1126,3980014-3978892
"gi|1335766594|gb|CP026122.1| Aeromonas sp. ASNIH5 chromosome, complete genome",4759223,CP026122.1,Aeromonas sp,Aeromonas,,,complete genome,1,0.00e+00,1118,1110,99.28%,4,6-1120,2922550-2923666
"gi|1335766594|gb|CP026122.1| Aeromonas sp. ASNIH5 chromosome, complete genome",4759223,CP026122.1,Aeromonas sp,Aeromonas,,,complete genome,1,0.00e+00,1124,1109,98.67%,4,6-1126,3134935-3133813
"gi|1335766594|gb|CP026122.1| Aeromonas sp. ASNIH5 chromosome, complete genome",4759223,CP026122.1,Aeromonas sp,Aeromonas,,,complete genome,1,0.00e+00,1124,1109,98.67%,4,6-1126,3264864-3263742
"gi|1335766594|gb|CP026122.1| Aeromonas sp. ASNIH5 chromosome, complete genome",4759223,CP026122.1,Aeromonas sp,Aeromonas,,,complete genome,1,0.00e+00,1118,1104,98.75%,4,6-1120,2587229-2588345
"gi|1891089797|gb|CP043322.1| Aeromonas jandaei strain 3299 chromosome, complete genome",4575997,CP043322.1,Aeromonas jandaei,Aeromonas,strain 3299,,complete genome,1,0.00e+00,1118,1113,99.55%,4,6-1120,498451-499567
"gi|1891089797|gb|CP043322.1| Aeromonas jandaei strain 3299 chromosome, complete genome",4575997,CP043322.1,Aeromonas jandaei,Aeromonas,strain 3299,,complete genome,1,0.00e+00,1118,1113,99.55%,4,6-1120,718246-719362
"gi|1891089797|gb|CP043322.1| Aeromonas jandaei strain 3299 chromosome, complete genome",4575997,CP043322.1,Aeromonas jandaei,Aeromonas,strain 3299,,complete genome,1,0.00e+00,1118,1113,99.55%,4,6-1120,989511-990627
"gi|1891089797|gb|CP043322.1| Aeromonas jandaei strain 3299 chromosome, complete genome",4575997,CP043322.1,Aeromonas jandaei,Aeromonas,strain 3299,,complete genome,1,0.00e+00,1118,1113,99.55%,4,6-1120,1175718-1176834
"gi|1891089797|gb|CP043322.1| Aeromonas jandaei strain 3299 chromosome, complete genome",4575997,CP043322.1,Aeromonas jandaei,Aeromonas,strain 3299,,complete genome,1,0.00e+00,1124,1117,99.38%,4,6-1126,1278992-1277870
"gi|1891089797|gb|CP043322.1| Aeromonas jandaei strain 3299 chromosome, complete genome",4575997,CP043322.1,Aeromonas jandaei,Aeromonas,strain 3299,,complete genome,1,0.00e+00,1124,1117,99.38%,4,6-1126,1413011-1411889
"gi|1891089797|gb|CP043322.1| Aeromonas jandaei strain 3299 chromosome, complete genome",4575997,CP043322.1,Aeromonas jandaei,Aeromonas,strain 3299,,complete genome,1,0.00e+00,1124,1117,99.38%,4,6-1126,1775099-1773977
"gi|1891089797|gb|CP043322.1| Aeromonas jandaei strain 3299 chromosome, complete genome",4575997,CP043322.1,Aeromonas jandaei,Aeromonas,strain 3299,,complete genome,1,0.00e+00,1124,1117,99.38%,4,6-1126,2098226-2097104
"gi|1891089797|gb|CP043322.1| Aeromonas jandaei strain 3299 chromosome, complete genome",4575997,CP043322.1,Aeromonas jandaei,Aeromonas,strain 3299,,complete genome,1,0.00e+00,1124,1116,99.29%,5,6-1126,1353751-1352630
"gi|1891089797|gb|CP043322.1| Aeromonas jandaei strain 3299 chromosome, complete genome",4575997,CP043322.1,Aeromonas jandaei,Aeromonas,strain 3299,,complete genome,1,0.00e+00,1124,1116,99.29%,5,6-1126,1611835-1610714
"gi|1883597519|gb|CP059396.1| Aeromonas veronii Hm21 chromosome, complete genome",4710355,CP059396.1,Aeromonas veronii,Aeromonas,,,complete genome,1,0.00e+00,1124,1117,99.38%,4,6-1126,240069-238947
"gi|1883597519|gb|CP059396.1| Aeromonas veronii Hm21 chromosome, complete genome",4710355,CP059396.1,Aeromonas veronii,Aeromonas,,,complete genome,1,0.00e+00,1118,1113,99.55%,4,6-1120,4320923-4322039
"gi|1883597519|gb|CP059396.1| Aeromonas veronii Hm21 chromosome, complete genome",4710355,CP059396.1,Aeromonas veronii,Aeromonas,,,complete genome,1,0.00e+00,1118,1112,99.46%,4,6-1120,4147242-4148358
"gi|1883597519|gb|CP059396.1| Aeromonas veronii Hm21 chromosome, complete genome",4710355,CP059396.1,Aeromonas veronii,Aeromonas,,,complete genome,1,0.00e+00,1124,1112,98.93%,4,6-1126,517804-516682
"gi|1883597519|gb|CP059396.1| Aeromonas veronii Hm21 chromosome, complete genome",4710355,CP059396.1,Aeromonas veronii,Aeromonas,,,complete genome,1,0.00e+00,1124,1112,98.93%,4,6-1126,743866-742744
"gi|1883597519|gb|CP059396.1| Aeromonas veronii Hm21 chromosome, complete genome",4710355,CP059396.1,Aeromonas veronii,Aeromonas,,,complete genome,1,0.00e+00,1118,1108,99.11%,4,6-1120,3823487-3824603
"gi|1883597519|gb|CP059396.1| Aeromonas veronii Hm21 chromosome, complete genome",4710355,CP059396.1,Aeromonas veronii,Aeromonas,,,complete genome,1,0.00e+00,1118,1108,99.11%,4,6-1120,4542127-4543243
"gi|1883597519|gb|CP059396.1| Aeromonas veronii Hm21 chromosome, complete genome",4710355,CP059396.1,Aeromonas veronii,Aeromonas,,,complete genome,1,0.00e+00,1118,1108,99.11%,4,6-1120,4590154-4591270
"gi|1883597519|gb|CP059396.1| Aeromonas veronii Hm21 chromosome, complete genome",4710355,CP059396.1,Aeromonas veronii,Aeromonas,,,complete genome,1,0.00e+00,1118,1108,99.11%,4,6-1120,4666586-4667702
"gi|1883597519|gb|CP059396.1| Aeromonas veronii Hm21 chromosome, complete genome",4710355,CP059396.1,Aeromonas veronii,Aeromonas,,,complete genome,1,0.00e+00,1124,1110,98.75%,4,6-1126,77640-76518
"gi|1054174022|gb|KX714287.1| Aeromonas jandaei strain NT-01 16S ribosomal RNA gene, partial sequence",1508,KX714287.1,Aeromonas jandaei,Aeromonas,strain NT-01,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1124,1117,99.38%,4,6-1126,1469-347
"gi|1835154863|gb|MT384383.1| Aeromonas jandaei strain Til5 16S ribosomal RNA gene, partial sequence",1503,MT384383.1,Aeromonas jandaei,Aeromonas,strain Til5,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1124,1117,99.38%,4,6-1126,1468-346
