标题,长度,访问号,物种,属名,菌株,基因类型,序列类型,高得分片段对(HSPs),E值,比对长度,相同碱基数,相似度,缺口数,查询起始-结束,命中起始-结束
"gi|2689372159|gb|PP412814.1| Diaphorobacter sp. strain ZCH-15 16S ribosomal RNA gene, partial sequence",1525,PP412814.1,Diaphorobacter sp,Diaphorobacter,strain ZCH-15,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1163,1146,98.54%,10,9-1170,1452-299
"gi|1149120630|dbj|LC217410.1| Beta proteobacterium BIWA23 gene for 16S ribosomal RNA, partial sequence",1449,LC217410.1,Beta proteobacterium,Beta,,16S ribosomal RNA,partial sequence,1,0.00e+00,1163,1146,98.54%,10,9-1170,1428-275
"gi|1042707679|gb|KX509085.1| Uncultured bacterium clone MTWL201208-59 16S ribosomal RNA gene, partial sequence",1490,KX509085.1,Uncultured bacterium,Uncultured,clone MTWL201208-59,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1163,1146,98.54%,10,9-1170,1449-296
"gi|1042707723|gb|KX509129.1| Uncultured bacterium clone MTWL201208-103 16S ribosomal RNA gene, partial sequence",1490,KX509129.1,Uncultured bacterium,Uncultured,clone MTWL201208-103,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1163,1146,98.54%,10,9-1170,1449-296
"gi|1219689930|gb|KX622787.1| Acidovorax temperans strain Ls 4-1 16S ribosomal RNA gene, partial sequence",1484,KX622787.1,Acidovorax temperans,Acidovorax,strain Ls,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1163,1146,98.54%,10,9-1170,1428-275
"gi|1042707711|gb|KX509117.1| Uncultured bacterium clone MTWL201208-91 16S ribosomal RNA gene, partial sequence",1490,KX509117.1,Uncultured bacterium,Uncultured,clone MTWL201208-91,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1163,1146,98.54%,10,9-1170,1449-296
"gi|817046069|gb|KP975317.1| Uncultured bacterium clone OTU61 16S ribosomal RNA gene, partial sequence",1367,KP975317.1,Uncultured bacterium,Uncultured,clone OTU61,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1163,1146,98.54%,10,9-1170,1329-176
"gi|1042707648|gb|KX509054.1| Uncultured bacterium clone MTWL201208-27 16S ribosomal RNA gene, partial sequence",1490,KX509054.1,Uncultured bacterium,Uncultured,clone MTWL201208-27,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1163,1146,98.54%,10,9-1170,1449-296
"gi|2987298509|dbj|LC875574.1| Acidovorax temperans W11-13 gene for 16S rRNA, partial sequence",1478,LC875574.1,Acidovorax temperans,Acidovorax,,gene for 16S rRNA,partial sequence,1,0.00e+00,1163,1146,98.54%,10,9-1170,1442-289
"gi|1181747176|gb|KY883995.1| Acidovorax sp. strain DE011 16S ribosomal RNA gene, partial sequence",1443,KY883995.1,Acidovorax sp,Acidovorax,strain DE011,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1163,1146,98.54%,10,9-1170,1437-284
"gi|1149120629|dbj|LC217409.1| Beta proteobacterium BIWA22 gene for 16S ribosomal RNA, partial sequence",1464,LC217409.1,Beta proteobacterium,Beta,,16S ribosomal RNA,partial sequence,1,0.00e+00,1163,1146,98.54%,10,9-1170,1437-284
"gi|1042707675|gb|KX509081.1| Uncultured bacterium clone MTWL201208-55 16S ribosomal RNA gene, partial sequence",1490,KX509081.1,Uncultured bacterium,Uncultured,clone MTWL201208-55,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1163,1146,98.54%,10,9-1170,1449-296
"gi|1042707683|gb|KX509089.1| Uncultured bacterium clone MTWL201208-63 16S ribosomal RNA gene, partial sequence",1490,KX509089.1,Uncultured bacterium,Uncultured,clone MTWL201208-63,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1163,1146,98.54%,10,9-1170,1449-296
