标题,长度,访问号,物种,属名,菌株,基因类型,序列类型,高得分片段对(HSPs),E值,比对长度,相同碱基数,相似度,缺口数,查询起始-结束,命中起始-结束
"gi|1403596628|emb|LS483467.1| Providencia alcalifaciens strain NCTC10286 genome assembly, chromosome: 1",4042926,LS483467.1,Providencia alcalifaciens,Providencia,strain NCTC10286,,,1,0.00e+00,1121,1113,99.29%,5,6-1124,3903909-3905026
"gi|1247263287|gb|CP023536.1| Providencia alcalifaciens strain FDAARGOS_408 chromosome, complete genome",3990106,CP023536.1,Providencia alcalifaciens,Providencia,strain FDAARGOS_408,,complete genome,1,0.00e+00,1123,1115,99.29%,4,6-1127,1178889-1177770
"gi|1247263287|gb|CP023536.1| Providencia alcalifaciens strain FDAARGOS_408 chromosome, complete genome",3990106,CP023536.1,Providencia alcalifaciens,Providencia,strain FDAARGOS_408,,complete genome,1,0.00e+00,1123,1115,99.29%,4,6-1127,1214683-1213564
"gi|1247263287|gb|CP023536.1| Providencia alcalifaciens strain FDAARGOS_408 chromosome, complete genome",3990106,CP023536.1,Providencia alcalifaciens,Providencia,strain FDAARGOS_408,,complete genome,1,0.00e+00,1120,1112,99.29%,4,6-1124,32242-33358
"gi|1247263287|gb|CP023536.1| Providencia alcalifaciens strain FDAARGOS_408 chromosome, complete genome",3990106,CP023536.1,Providencia alcalifaciens,Providencia,strain FDAARGOS_408,,complete genome,1,0.00e+00,1120,1112,99.29%,4,6-1124,970033-971149
"gi|1247263287|gb|CP023536.1| Providencia alcalifaciens strain FDAARGOS_408 chromosome, complete genome",3990106,CP023536.1,Providencia alcalifaciens,Providencia,strain FDAARGOS_408,,complete genome,1,0.00e+00,1120,1111,99.20%,6,6-1124,618738-619852
"gi|1247263287|gb|CP023536.1| Providencia alcalifaciens strain FDAARGOS_408 chromosome, complete genome",3990106,CP023536.1,Providencia alcalifaciens,Providencia,strain FDAARGOS_408,,complete genome,1,0.00e+00,1123,1113,99.11%,5,6-1127,1889255-1888137
"gi|1247263287|gb|CP023536.1| Providencia alcalifaciens strain FDAARGOS_408 chromosome, complete genome",3990106,CP023536.1,Providencia alcalifaciens,Providencia,strain FDAARGOS_408,,complete genome,1,0.00e+00,1120,1109,99.02%,7,6-1124,411415-412528
"gi|310751456|gb|HQ407254.1| Providencia alcalifaciens strain G79 16S ribosomal RNA gene, partial sequence",1548,HQ407254.1,Providencia alcalifaciens,Providencia,strain G79,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1123,1115,99.29%,4,6-1127,1466-347
"gi|310751457|gb|HQ407255.1| Providencia alcalifaciens strain G80 16S ribosomal RNA gene, partial sequence",1523,HQ407255.1,Providencia alcalifaciens,Providencia,strain G80,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1123,1115,99.29%,4,6-1127,1468-349
"gi|310751455|gb|HQ407253.1| Providencia alcalifaciens strain G77 16S ribosomal RNA gene, partial sequence",1522,HQ407253.1,Providencia alcalifaciens,Providencia,strain G77,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1123,1115,99.29%,4,6-1127,1469-350
"gi|359803175|dbj|AB682262.1| Providencia alcalifaciens gene for 16S rRNA, partial sequence, strain: NBRC 105687",1466,AB682262.1,Providencia alcalifaciens,Providencia,,gene for 16S rRNA,partial sequence,1,0.00e+00,1123,1114,99.20%,4,6-1127,1445-326
"gi|636559819|ref|NR_115879.1| Providencia alcalifaciens DSM 30120 strain NCTC 10286 16S ribosomal RNA, partial sequence >gi|114147293|gb|DQ885261.1| Providencia alcalifaciens DSM 30120 strain NCTC 10286 16S ribosomal RNA gene, partial sequence",1479,NR_115879.1,Providencia alcalifaciens,Providencia,strain NCTC,16S ribosomal RNA,partial sequence,1,0.00e+00,1123,1114,99.20%,4,6-1127,1450-331
"gi|2720765561|gb|CP151776.1| Providencia alcalifaciens strain 205/92 chromosome, complete genome",4094133,CP151776.1,Providencia alcalifaciens,Providencia,strain 205,,complete genome,1,0.00e+00,1120,1112,99.29%,4,6-1124,32360-33476
"gi|2720765561|gb|CP151776.1| Providencia alcalifaciens strain 205/92 chromosome, complete genome",4094133,CP151776.1,Providencia alcalifaciens,Providencia,strain 205,,complete genome,1,0.00e+00,1120,1112,99.29%,4,6-1124,456238-457354
"gi|2720765561|gb|CP151776.1| Providencia alcalifaciens strain 205/92 chromosome, complete genome",4094133,CP151776.1,Providencia alcalifaciens,Providencia,strain 205,,complete genome,1,0.00e+00,1120,1112,99.29%,4,6-1124,660064-661180
"gi|2720765561|gb|CP151776.1| Providencia alcalifaciens strain 205/92 chromosome, complete genome",4094133,CP151776.1,Providencia alcalifaciens,Providencia,strain 205,,complete genome,1,0.00e+00,1123,1114,99.20%,4,6-1127,1220704-1219585
"gi|2720765561|gb|CP151776.1| Providencia alcalifaciens strain 205/92 chromosome, complete genome",4094133,CP151776.1,Providencia alcalifaciens,Providencia,strain 205,,complete genome,1,0.00e+00,1123,1114,99.20%,4,6-1127,1938170-1937051
"gi|2720765561|gb|CP151776.1| Providencia alcalifaciens strain 205/92 chromosome, complete genome",4094133,CP151776.1,Providencia alcalifaciens,Providencia,strain 205,,complete genome,1,0.00e+00,1120,1111,99.20%,4,6-1124,1013876-1014992
"gi|2720765561|gb|CP151776.1| Providencia alcalifaciens strain 205/92 chromosome, complete genome",4094133,CP151776.1,Providencia alcalifaciens,Providencia,strain 205,,complete genome,1,0.00e+00,1123,1113,99.11%,4,6-1127,1256506-1255387
"gi|2031283093|gb|MZ067736.1| Providencia sp. strain WCUF-3Prv 16S ribosomal RNA gene, partial sequence",1458,MZ067736.1,Prv,Prv,strain WCUF-3Prv,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1123,1114,99.20%,4,6-1127,1445-326
"gi|2096172977|emb|OU659118.1| Providencia alcalifaciens strain 2019-01-3283-1-1 genome assembly, chromosome: 1",3954842,OU659118.1,Providencia alcalifaciens,Providencia,strain 2019-01-3283-1-1,,,1,0.00e+00,1123,1114,99.20%,4,6-1127,69746-68627
"gi|2096172977|emb|OU659118.1| Providencia alcalifaciens strain 2019-01-3283-1-1 genome assembly, chromosome: 1",3954842,OU659118.1,Providencia alcalifaciens,Providencia,strain 2019-01-3283-1-1,,,1,0.00e+00,1123,1114,99.20%,4,6-1127,423988-422869
"gi|2096172977|emb|OU659118.1| Providencia alcalifaciens strain 2019-01-3283-1-1 genome assembly, chromosome: 1",3954842,OU659118.1,Providencia alcalifaciens,Providencia,strain 2019-01-3283-1-1,,,1,0.00e+00,1123,1114,99.20%,4,6-1127,631062-629943
"gi|2096172977|emb|OU659118.1| Providencia alcalifaciens strain 2019-01-3283-1-1 genome assembly, chromosome: 1",3954842,OU659118.1,Providencia alcalifaciens,Providencia,strain 2019-01-3283-1-1,,,1,0.00e+00,1123,1114,99.20%,4,6-1127,1064071-1062952
"gi|2096172977|emb|OU659118.1| Providencia alcalifaciens strain 2019-01-3283-1-1 genome assembly, chromosome: 1",3954842,OU659118.1,Providencia alcalifaciens,Providencia,strain 2019-01-3283-1-1,,,1,0.00e+00,1120,1112,99.29%,4,6-1124,3112183-3113299
"gi|2096172977|emb|OU659118.1| Providencia alcalifaciens strain 2019-01-3283-1-1 genome assembly, chromosome: 1",3954842,OU659118.1,Providencia alcalifaciens,Providencia,strain 2019-01-3283-1-1,,,1,0.00e+00,1120,1112,99.29%,4,6-1124,3782921-3784037
"gi|2096172977|emb|OU659118.1| Providencia alcalifaciens strain 2019-01-3283-1-1 genome assembly, chromosome: 1",3954842,OU659118.1,Providencia alcalifaciens,Providencia,strain 2019-01-3283-1-1,,,1,0.00e+00,1120,1112,99.29%,4,6-1124,3818720-3819836
"gi|1879584548|gb|CP059346.1| Providencia alcalifaciens strain PROV013 chromosome, complete genome",4033976,CP059346.1,Providencia alcalifaciens,Providencia,strain PROV013,,complete genome,1,0.00e+00,1123,1114,99.20%,4,6-1127,70174-69055
"gi|1879584548|gb|CP059346.1| Providencia alcalifaciens strain PROV013 chromosome, complete genome",4033976,CP059346.1,Providencia alcalifaciens,Providencia,strain PROV013,,complete genome,1,0.00e+00,1123,1113,99.11%,4,6-1127,440334-439215
"gi|1879584548|gb|CP059346.1| Providencia alcalifaciens strain PROV013 chromosome, complete genome",4033976,CP059346.1,Providencia alcalifaciens,Providencia,strain PROV013,,complete genome,1,0.00e+00,1123,1113,99.11%,4,6-1127,638460-637341
"gi|1879584548|gb|CP059346.1| Providencia alcalifaciens strain PROV013 chromosome, complete genome",4033976,CP059346.1,Providencia alcalifaciens,Providencia,strain PROV013,,complete genome,1,0.00e+00,1120,1111,99.20%,4,6-1124,3074545-3075661
"gi|1879584548|gb|CP059346.1| Providencia alcalifaciens strain PROV013 chromosome, complete genome",4033976,CP059346.1,Providencia alcalifaciens,Providencia,strain PROV013,,complete genome,1,0.00e+00,1120,1111,99.20%,4,6-1124,3857233-3858349
"gi|1879584548|gb|CP059346.1| Providencia alcalifaciens strain PROV013 chromosome, complete genome",4033976,CP059346.1,Providencia alcalifaciens,Providencia,strain PROV013,,complete genome,1,0.00e+00,1120,1111,99.20%,4,6-1124,3893035-3894151
"gi|1879584548|gb|CP059346.1| Providencia alcalifaciens strain PROV013 chromosome, complete genome",4033976,CP059346.1,Providencia alcalifaciens,Providencia,strain PROV013,,complete genome,1,0.00e+00,1123,1113,99.11%,5,6-1127,1039674-1038556
"gi|1212126245|gb|MF399325.1| Providencia alcalifaciens strain 133 16S ribosomal RNA gene, partial sequence",1421,MF399325.1,Providencia alcalifaciens,Providencia,strain 133,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1123,1114,99.20%,4,6-1127,1418-299
"gi|1130480338|gb|KY438205.1| Providencia alcalifaciens strain AF21 16S ribosomal RNA gene, partial sequence",1439,KY438205.1,Providencia alcalifaciens,Providencia,strain AF21,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1123,1114,99.20%,3,5-1127,1434-315
"gi|2501996039|gb|CP116943.1| Providencia alcalifaciens strain 2939/90 chromosome, complete genome",4087862,CP116943.1,Providencia alcalifaciens,Providencia,strain 2939,,complete genome,1,0.00e+00,1120,1112,99.29%,4,6-1124,1311928-1313044
"gi|2501996039|gb|CP116943.1| Providencia alcalifaciens strain 2939/90 chromosome, complete genome",4087862,CP116943.1,Providencia alcalifaciens,Providencia,strain 2939,,complete genome,1,0.00e+00,1123,1114,99.20%,4,6-1127,1871226-1870107
"gi|2501996039|gb|CP116943.1| Providencia alcalifaciens strain 2939/90 chromosome, complete genome",4087862,CP116943.1,Providencia alcalifaciens,Providencia,strain 2939,,complete genome,1,0.00e+00,1123,1114,99.20%,4,6-1127,2074232-2073113
"gi|2501996039|gb|CP116943.1| Providencia alcalifaciens strain 2939/90 chromosome, complete genome",4087862,CP116943.1,Providencia alcalifaciens,Providencia,strain 2939,,complete genome,1,0.00e+00,1123,1114,99.20%,4,6-1127,2496970-2495851
"gi|2501996039|gb|CP116943.1| Providencia alcalifaciens strain 2939/90 chromosome, complete genome",4087862,CP116943.1,Providencia alcalifaciens,Providencia,strain 2939,,complete genome,1,0.00e+00,1120,1111,99.20%,4,6-1124,593215-594331
"gi|2501996039|gb|CP116943.1| Providencia alcalifaciens strain 2939/90 chromosome, complete genome",4087862,CP116943.1,Providencia alcalifaciens,Providencia,strain 2939,,complete genome,1,0.00e+00,1120,1111,99.20%,4,6-1124,1276133-1277249
"gi|2501996039|gb|CP116943.1| Providencia alcalifaciens strain 2939/90 chromosome, complete genome",4087862,CP116943.1,Providencia alcalifaciens,Providencia,strain 2939,,complete genome,1,0.00e+00,1123,1113,99.11%,4,6-1127,1518752-1517633
"gi|310751429|gb|HQ407227.1| Providencia alcalifaciens strain HF50 16S ribosomal RNA gene, partial sequence",1369,HQ407227.1,Providencia alcalifaciens,Providencia,strain HF50,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1123,1114,99.20%,4,6-1127,1353-234
"gi|1212126246|gb|MF399326.1| Providencia alcalifaciens strain 200 16S ribosomal RNA gene, partial sequence",1395,MF399326.1,Providencia alcalifaciens,Providencia,strain 200,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1122,1113,99.20%,4,6-1127,1395-278
"gi|2563080902|gb|OR439047.1| Providencia rustigianii strain A5 16S ribosomal RNA gene, partial sequence",1444,OR439047.1,Providencia rustigianii,Providencia,strain A5,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1122,1113,99.20%,3,6-1127,1434-316
"gi|2236266639|gb|ON459767.1| Providencia alcalifaciens strain PR02 16S ribosomal RNA gene, partial sequence",1434,ON459767.1,Providencia alcalifaciens,Providencia,strain PR02,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1121,1112,99.20%,3,7-1127,1427-310
