标题,长度,访问号,物种,属名,菌株,基因类型,序列类型,高得分片段对(HSPs),E值,比对长度,相同碱基数,相似度,缺口数,查询起始-结束,命中起始-结束
gi|2597437827|gb|CP136843.1| Klebsiella pneumoniae strain L2329 chromosome,5287536,CP136843.1,Klebsiella pneumoniae,Klebsiella,strain L2329,,,1,0.00e+00,1140,1119,98.16%,8,5-1136,138802-137663
gi|2597437827|gb|CP136843.1| Klebsiella pneumoniae strain L2329 chromosome,5287536,CP136843.1,Klebsiella pneumoniae,Klebsiella,strain L2329,,,1,0.00e+00,1140,1119,98.16%,8,5-1136,961876-960737
gi|2597437827|gb|CP136843.1| Klebsiella pneumoniae strain L2329 chromosome,5287536,CP136843.1,Klebsiella pneumoniae,Klebsiella,strain L2329,,,1,0.00e+00,1140,1119,98.16%,8,5-1136,4122097-4123236
gi|2597437827|gb|CP136843.1| Klebsiella pneumoniae strain L2329 chromosome,5287536,CP136843.1,Klebsiella pneumoniae,Klebsiella,strain L2329,,,1,0.00e+00,1140,1119,98.16%,8,5-1136,4495638-4496777
gi|2597437827|gb|CP136843.1| Klebsiella pneumoniae strain L2329 chromosome,5287536,CP136843.1,Klebsiella pneumoniae,Klebsiella,strain L2329,,,1,0.00e+00,1140,1119,98.16%,8,5-1136,4865587-4866726
gi|2597437827|gb|CP136843.1| Klebsiella pneumoniae strain L2329 chromosome,5287536,CP136843.1,Klebsiella pneumoniae,Klebsiella,strain L2329,,,1,0.00e+00,1140,1119,98.16%,8,5-1136,4910717-4911856
gi|2597437827|gb|CP136843.1| Klebsiella pneumoniae strain L2329 chromosome,5287536,CP136843.1,Klebsiella pneumoniae,Klebsiella,strain L2329,,,1,0.00e+00,1140,1119,98.16%,8,5-1136,5002589-5003728
gi|2597437827|gb|CP136843.1| Klebsiella pneumoniae strain L2329 chromosome,5287536,CP136843.1,Klebsiella pneumoniae,Klebsiella,strain L2329,,,1,0.00e+00,1140,1119,98.16%,8,5-1136,5107036-5108175
"gi|2724705415|gb|CP152443.1| Klebsiella pneumoniae strain JXLV-KP16 chromosome, complete genome",5475347,CP152443.1,Klebsiella pneumoniae,Klebsiella,strain JXLV-KP16,,complete genome,1,0.00e+00,1140,1119,98.16%,8,5-1136,457867-456728
"gi|2724705415|gb|CP152443.1| Klebsiella pneumoniae strain JXLV-KP16 chromosome, complete genome",5475347,CP152443.1,Klebsiella pneumoniae,Klebsiella,strain JXLV-KP16,,complete genome,1,0.00e+00,1140,1119,98.16%,8,5-1136,1276280-1275141
"gi|2724705415|gb|CP152443.1| Klebsiella pneumoniae strain JXLV-KP16 chromosome, complete genome",5475347,CP152443.1,Klebsiella pneumoniae,Klebsiella,strain JXLV-KP16,,complete genome,1,0.00e+00,1140,1118,98.07%,8,5-1136,5318906-5320045
"gi|2724705415|gb|CP152443.1| Klebsiella pneumoniae strain JXLV-KP16 chromosome, complete genome",5475347,CP152443.1,Klebsiella pneumoniae,Klebsiella,strain JXLV-KP16,,complete genome,1,0.00e+00,1140,1118,98.07%,8,5-1136,5423353-5424492
"gi|2724705415|gb|CP152443.1| Klebsiella pneumoniae strain JXLV-KP16 chromosome, complete genome",5475347,CP152443.1,Klebsiella pneumoniae,Klebsiella,strain JXLV-KP16,,complete genome,1,0.00e+00,1140,1117,97.98%,8,5-1136,5227034-5228173
"gi|2724705415|gb|CP152443.1| Klebsiella pneumoniae strain JXLV-KP16 chromosome, complete genome",5475347,CP152443.1,Klebsiella pneumoniae,Klebsiella,strain JXLV-KP16,,complete genome,1,0.00e+00,1140,1115,97.81%,8,5-1136,4809466-4810605
"gi|2724705415|gb|CP152443.1| Klebsiella pneumoniae strain JXLV-KP16 chromosome, complete genome",5475347,CP152443.1,Klebsiella pneumoniae,Klebsiella,strain JXLV-KP16,,complete genome,1,0.00e+00,1140,1113,97.63%,8,5-1136,4437124-4438263
"gi|2724705415|gb|CP152443.1| Klebsiella pneumoniae strain JXLV-KP16 chromosome, complete genome",5475347,CP152443.1,Klebsiella pneumoniae,Klebsiella,strain JXLV-KP16,,complete genome,1,0.00e+00,1140,1110,97.37%,8,5-1136,5181904-5183043
"gi|2971253349|gb|CP181988.1| Klebsiella pneumoniae strain A27777 chromosome, complete genome",5254564,CP181988.1,Klebsiella pneumoniae,Klebsiella,strain A27777,,complete genome,1,0.00e+00,1140,1119,98.16%,8,5-1136,665324-664185
"gi|2971253349|gb|CP181988.1| Klebsiella pneumoniae strain A27777 chromosome, complete genome",5254564,CP181988.1,Klebsiella pneumoniae,Klebsiella,strain A27777,,complete genome,1,0.00e+00,1140,1117,97.98%,8,5-1136,3989030-3990169
"gi|2971253349|gb|CP181988.1| Klebsiella pneumoniae strain A27777 chromosome, complete genome",5254564,CP181988.1,Klebsiella pneumoniae,Klebsiella,strain A27777,,complete genome,1,0.00e+00,1140,1112,97.54%,8,5-1136,19111-17972
"gi|2971253349|gb|CP181988.1| Klebsiella pneumoniae strain A27777 chromosome, complete genome",5254564,CP181988.1,Klebsiella pneumoniae,Klebsiella,strain A27777,,complete genome,1,0.00e+00,1140,1112,97.54%,8,5-1136,210391-209252
"gi|2971253349|gb|CP181988.1| Klebsiella pneumoniae strain A27777 chromosome, complete genome",5254564,CP181988.1,Klebsiella pneumoniae,Klebsiella,strain A27777,,complete genome,1,0.00e+00,1140,1112,97.54%,8,5-1136,1031571-1030432
"gi|2971253349|gb|CP181988.1| Klebsiella pneumoniae strain A27777 chromosome, complete genome",5254564,CP181988.1,Klebsiella pneumoniae,Klebsiella,strain A27777,,complete genome,1,0.00e+00,1140,1110,97.37%,8,5-1136,255521-254382
"gi|2971253349|gb|CP181988.1| Klebsiella pneumoniae strain A27777 chromosome, complete genome",5254564,CP181988.1,Klebsiella pneumoniae,Klebsiella,strain A27777,,complete genome,1,0.00e+00,1140,1109,97.28%,8,5-1136,118502-117363
"gi|2971253349|gb|CP181988.1| Klebsiella pneumoniae strain A27777 chromosome, complete genome",5254564,CP181988.1,Klebsiella pneumoniae,Klebsiella,strain A27777,,complete genome,1,0.00e+00,1140,1108,97.19%,8,5-1136,4755171-4756310
"gi|2444275269|gb|CP117740.1| Klebsiella pneumoniae strain 2022CK-00768 chromosome, complete genome",5411190,CP117740.1,Klebsiella pneumoniae,Klebsiella,strain 2022CK-00768,,complete genome,1,0.00e+00,1140,1119,98.16%,8,5-1136,5106948-5108087
"gi|2444275269|gb|CP117740.1| Klebsiella pneumoniae strain 2022CK-00768 chromosome, complete genome",5411190,CP117740.1,Klebsiella pneumoniae,Klebsiella,strain 2022CK-00768,,complete genome,1,0.00e+00,1140,1118,98.07%,8,5-1136,4724935-4726074
"gi|2444275269|gb|CP117740.1| Klebsiella pneumoniae strain 2022CK-00768 chromosome, complete genome",5411190,CP117740.1,Klebsiella pneumoniae,Klebsiella,strain 2022CK-00768,,complete genome,1,0.00e+00,1140,1118,98.07%,8,5-1136,5151848-5152987
"gi|2444275269|gb|CP117740.1| Klebsiella pneumoniae strain 2022CK-00768 chromosome, complete genome",5411190,CP117740.1,Klebsiella pneumoniae,Klebsiella,strain 2022CK-00768,,complete genome,1,0.00e+00,1140,1118,98.07%,8,5-1136,5348291-5349430
"gi|2444275269|gb|CP117740.1| Klebsiella pneumoniae strain 2022CK-00768 chromosome, complete genome",5411190,CP117740.1,Klebsiella pneumoniae,Klebsiella,strain 2022CK-00768,,complete genome,1,0.00e+00,1140,1114,97.72%,8,5-1136,460885-459746
"gi|2444275269|gb|CP117740.1| Klebsiella pneumoniae strain 2022CK-00768 chromosome, complete genome",5411190,CP117740.1,Klebsiella pneumoniae,Klebsiella,strain 2022CK-00768,,complete genome,1,0.00e+00,1140,1114,97.72%,8,5-1136,4343193-4344332
"gi|2444275269|gb|CP117740.1| Klebsiella pneumoniae strain 2022CK-00768 chromosome, complete genome",5411190,CP117740.1,Klebsiella pneumoniae,Klebsiella,strain 2022CK-00768,,complete genome,1,0.00e+00,1140,1114,97.72%,8,5-1136,5243650-5244789
"gi|2444275269|gb|CP117740.1| Klebsiella pneumoniae strain 2022CK-00768 chromosome, complete genome",5411190,CP117740.1,Klebsiella pneumoniae,Klebsiella,strain 2022CK-00768,,complete genome,1,0.00e+00,1140,1113,97.63%,8,5-1136,1236859-1235720
"gi|2276892671|gb|CP101560.1| Klebsiella pneumoniae subsp. pneumoniae strain KP67 chromosome, complete genome",5287345,CP101560.1,Klebsiella pneumoniae,Klebsiella,strain KP67,,complete genome,1,0.00e+00,1140,1119,98.16%,8,5-1136,4255804-4256943
"gi|2276892671|gb|CP101560.1| Klebsiella pneumoniae subsp. pneumoniae strain KP67 chromosome, complete genome",5287345,CP101560.1,Klebsiella pneumoniae,Klebsiella,strain KP67,,complete genome,1,0.00e+00,1140,1118,98.07%,8,5-1136,4616406-4617545
"gi|2276892671|gb|CP101560.1| Klebsiella pneumoniae subsp. pneumoniae strain KP67 chromosome, complete genome",5287345,CP101560.1,Klebsiella pneumoniae,Klebsiella,strain KP67,,complete genome,1,0.00e+00,1140,1118,98.07%,8,5-1136,4999170-5000309
"gi|2276892671|gb|CP101560.1| Klebsiella pneumoniae subsp. pneumoniae strain KP67 chromosome, complete genome",5287345,CP101560.1,Klebsiella pneumoniae,Klebsiella,strain KP67,,complete genome,1,0.00e+00,1140,1118,98.07%,9,5-1136,455198-454060
"gi|2276892671|gb|CP101560.1| Klebsiella pneumoniae subsp. pneumoniae strain KP67 chromosome, complete genome",5287345,CP101560.1,Klebsiella pneumoniae,Klebsiella,strain KP67,,complete genome,1,0.00e+00,1140,1117,97.98%,8,5-1136,5044067-5045206
"gi|2276892671|gb|CP101560.1| Klebsiella pneumoniae subsp. pneumoniae strain KP67 chromosome, complete genome",5287345,CP101560.1,Klebsiella pneumoniae,Klebsiella,strain KP67,,complete genome,1,0.00e+00,1140,1115,97.81%,8,5-1136,5235350-5236489
"gi|2276892671|gb|CP101560.1| Klebsiella pneumoniae subsp. pneumoniae strain KP67 chromosome, complete genome",5287345,CP101560.1,Klebsiella pneumoniae,Klebsiella,strain KP67,,complete genome,1,0.00e+00,1140,1114,97.72%,8,5-1136,1186808-1185669
"gi|2276892671|gb|CP101560.1| Klebsiella pneumoniae subsp. pneumoniae strain KP67 chromosome, complete genome",5287345,CP101560.1,Klebsiella pneumoniae,Klebsiella,strain KP67,,complete genome,1,0.00e+00,1146,1118,97.56%,14,5-1136,5135962-5137107
"gi|2781862021|gb|CP163033.1| Klebsiella pneumoniae strain W162 chromosome, complete genome",5250391,CP163033.1,Klebsiella pneumoniae,Klebsiella,strain W162,,complete genome,1,0.00e+00,1140,1119,98.16%,8,5-1136,1201055-1199916
"gi|2781862021|gb|CP163033.1| Klebsiella pneumoniae strain W162 chromosome, complete genome",5250391,CP163033.1,Klebsiella pneumoniae,Klebsiella,strain W162,,complete genome,1,0.00e+00,1140,1114,97.72%,8,5-1136,459434-458295
"gi|2781862021|gb|CP163033.1| Klebsiella pneumoniae strain W162 chromosome, complete genome",5250391,CP163033.1,Klebsiella pneumoniae,Klebsiella,strain W162,,complete genome,1,0.00e+00,1140,1114,97.72%,8,5-1136,4171799-4172938
"gi|2781862021|gb|CP163033.1| Klebsiella pneumoniae strain W162 chromosome, complete genome",5250391,CP163033.1,Klebsiella pneumoniae,Klebsiella,strain W162,,complete genome,1,0.00e+00,1140,1114,97.72%,8,5-1136,4537500-4538639
"gi|2781862021|gb|CP163033.1| Klebsiella pneumoniae strain W162 chromosome, complete genome",5250391,CP163033.1,Klebsiella pneumoniae,Klebsiella,strain W162,,complete genome,1,0.00e+00,1140,1114,97.72%,8,5-1136,4944947-4946086
"gi|2781862021|gb|CP163033.1| Klebsiella pneumoniae strain W162 chromosome, complete genome",5250391,CP163033.1,Klebsiella pneumoniae,Klebsiella,strain W162,,complete genome,1,0.00e+00,1140,1114,97.72%,8,5-1136,4989847-4990986
"gi|2781862021|gb|CP163033.1| Klebsiella pneumoniae strain W162 chromosome, complete genome",5250391,CP163033.1,Klebsiella pneumoniae,Klebsiella,strain W162,,complete genome,1,0.00e+00,1140,1114,97.72%,8,5-1136,5081651-5082790
"gi|2781862021|gb|CP163033.1| Klebsiella pneumoniae strain W162 chromosome, complete genome",5250391,CP163033.1,Klebsiella pneumoniae,Klebsiella,strain W162,,complete genome,1,0.00e+00,1140,1114,97.72%,8,5-1136,5186292-5187431
"gi|2803723248|gb|CP153165.1| Klebsiella pneumoniae strain T7-010 chromosome, complete genome",5291837,CP153165.1,Klebsiella pneumoniae,Klebsiella,strain T7-010,,complete genome,1,0.00e+00,1140,1119,98.16%,8,5-1136,4256614-4257753
"gi|2803723248|gb|CP153165.1| Klebsiella pneumoniae strain T7-010 chromosome, complete genome",5291837,CP153165.1,Klebsiella pneumoniae,Klebsiella,strain T7-010,,complete genome,1,0.00e+00,1140,1118,98.07%,8,5-1136,469481-468342
"gi|2803723248|gb|CP153165.1| Klebsiella pneumoniae strain T7-010 chromosome, complete genome",5291837,CP153165.1,Klebsiella pneumoniae,Klebsiella,strain T7-010,,complete genome,1,0.00e+00,1140,1116,97.89%,8,5-1136,1272214-1271075
"gi|2803723248|gb|CP153165.1| Klebsiella pneumoniae strain T7-010 chromosome, complete genome",5291837,CP153165.1,Klebsiella pneumoniae,Klebsiella,strain T7-010,,complete genome,1,0.00e+00,1140,1113,97.63%,8,5-1136,4994254-4995393
"gi|2803723248|gb|CP153165.1| Klebsiella pneumoniae strain T7-010 chromosome, complete genome",5291837,CP153165.1,Klebsiella pneumoniae,Klebsiella,strain T7-010,,complete genome,1,0.00e+00,1140,1113,97.63%,8,5-1136,5238490-5239629
"gi|2803723248|gb|CP153165.1| Klebsiella pneumoniae strain T7-010 chromosome, complete genome",5291837,CP153165.1,Klebsiella pneumoniae,Klebsiella,strain T7-010,,complete genome,1,0.00e+00,1140,1109,97.28%,8,5-1136,4622964-4624103
"gi|2803723248|gb|CP153165.1| Klebsiella pneumoniae strain T7-010 chromosome, complete genome",5291837,CP153165.1,Klebsiella pneumoniae,Klebsiella,strain T7-010,,complete genome,1,0.00e+00,1140,1108,97.19%,8,5-1136,5039419-5040558
"gi|2803723248|gb|CP153165.1| Klebsiella pneumoniae strain T7-010 chromosome, complete genome",5291837,CP153165.1,Klebsiella pneumoniae,Klebsiella,strain T7-010,,complete genome,1,0.00e+00,1140,1108,97.19%,8,5-1136,5131321-5132460
"gi|2696115733|gb|CP146581.1| Klebsiella pneumoniae strain B1.S1.5 chromosome, complete genome",5242798,CP146581.1,Klebsiella pneumoniae,Klebsiella,strain B1.S1.5,,complete genome,1,0.00e+00,1140,1119,98.16%,8,5-1136,1528386-1529525
"gi|2696115733|gb|CP146581.1| Klebsiella pneumoniae strain B1.S1.5 chromosome, complete genome",5242798,CP146581.1,Klebsiella pneumoniae,Klebsiella,strain B1.S1.5,,complete genome,1,0.00e+00,1140,1119,98.16%,8,5-1136,2618698-2617559
"gi|2696115733|gb|CP146581.1| Klebsiella pneumoniae strain B1.S1.5 chromosome, complete genome",5242798,CP146581.1,Klebsiella pneumoniae,Klebsiella,strain B1.S1.5,,complete genome,1,0.00e+00,1140,1119,98.16%,8,5-1136,2809994-2808855
"gi|2696115733|gb|CP146581.1| Klebsiella pneumoniae strain B1.S1.5 chromosome, complete genome",5242798,CP146581.1,Klebsiella pneumoniae,Klebsiella,strain B1.S1.5,,complete genome,1,0.00e+00,1140,1119,98.16%,8,5-1136,2855134-2853995
"gi|2696115733|gb|CP146581.1| Klebsiella pneumoniae strain B1.S1.5 chromosome, complete genome",5242798,CP146581.1,Klebsiella pneumoniae,Klebsiella,strain B1.S1.5,,complete genome,1,0.00e+00,1140,1118,98.07%,8,5-1136,1888664-1889803
"gi|2696115733|gb|CP146581.1| Klebsiella pneumoniae strain B1.S1.5 chromosome, complete genome",5242798,CP146581.1,Klebsiella pneumoniae,Klebsiella,strain B1.S1.5,,complete genome,1,0.00e+00,1140,1118,98.07%,8,5-1136,3708674-3707535
"gi|2696115733|gb|CP146581.1| Klebsiella pneumoniae strain B1.S1.5 chromosome, complete genome",5242798,CP146581.1,Klebsiella pneumoniae,Klebsiella,strain B1.S1.5,,complete genome,1,0.00e+00,1140,1117,97.98%,8,5-1136,2110359-2111498
"gi|2696115733|gb|CP146581.1| Klebsiella pneumoniae strain B1.S1.5 chromosome, complete genome",5242798,CP146581.1,Klebsiella pneumoniae,Klebsiella,strain B1.S1.5,,complete genome,1,0.00e+00,1140,1117,97.98%,8,5-1136,2718108-2716969
"gi|2799671121|gb|CP154194.1| Klebsiella pneumoniae strain KP_NORM_BLD_1347 chromosome, complete genome",5304565,CP154194.1,Klebsiella pneumoniae,Klebsiella,strain KP_NORM_BLD_1347,,complete genome,1,0.00e+00,1140,1119,98.16%,8,5-1136,461773-460634
"gi|2799671121|gb|CP154194.1| Klebsiella pneumoniae strain KP_NORM_BLD_1347 chromosome, complete genome",5304565,CP154194.1,Klebsiella pneumoniae,Klebsiella,strain KP_NORM_BLD_1347,,complete genome,1,0.00e+00,1140,1118,98.07%,8,5-1136,4618623-4619762
"gi|2799671121|gb|CP154194.1| Klebsiella pneumoniae strain KP_NORM_BLD_1347 chromosome, complete genome",5304565,CP154194.1,Klebsiella pneumoniae,Klebsiella,strain KP_NORM_BLD_1347,,complete genome,1,0.00e+00,1140,1118,98.07%,8,5-1136,5049910-5051049
"gi|2799671121|gb|CP154194.1| Klebsiella pneumoniae strain KP_NORM_BLD_1347 chromosome, complete genome",5304565,CP154194.1,Klebsiella pneumoniae,Klebsiella,strain KP_NORM_BLD_1347,,complete genome,1,0.00e+00,1140,1118,98.07%,8,5-1136,5148184-5149323
"gi|2799671121|gb|CP154194.1| Klebsiella pneumoniae strain KP_NORM_BLD_1347 chromosome, complete genome",5304565,CP154194.1,Klebsiella pneumoniae,Klebsiella,strain KP_NORM_BLD_1347,,complete genome,1,0.00e+00,1140,1118,98.07%,8,5-1136,5252632-5253771
"gi|2799671121|gb|CP154194.1| Klebsiella pneumoniae strain KP_NORM_BLD_1347 chromosome, complete genome",5304565,CP154194.1,Klebsiella pneumoniae,Klebsiella,strain KP_NORM_BLD_1347,,complete genome,1,0.00e+00,1140,1116,97.89%,8,5-1136,5004847-5005986
"gi|2799671121|gb|CP154194.1| Klebsiella pneumoniae strain KP_NORM_BLD_1347 chromosome, complete genome",5304565,CP154194.1,Klebsiella pneumoniae,Klebsiella,strain KP_NORM_BLD_1347,,complete genome,1,0.00e+00,1140,1115,97.81%,8,5-1136,1248856-1247717
"gi|2799671121|gb|CP154194.1| Klebsiella pneumoniae strain KP_NORM_BLD_1347 chromosome, complete genome",5304565,CP154194.1,Klebsiella pneumoniae,Klebsiella,strain KP_NORM_BLD_1347,,complete genome,1,0.00e+00,1140,1115,97.81%,8,5-1136,4246644-4247783
"gi|2799007314|gb|CP154055.1| Klebsiella pneumoniae strain KP_NORM_BLD_2012_86925 chromosome, complete genome",5183370,CP154055.1,Klebsiella pneumoniae,Klebsiella,strain KP_NORM_BLD_2012_86925,,complete genome,1,0.00e+00,1140,1119,98.16%,8,5-1136,4128854-4129993
"gi|2799007314|gb|CP154055.1| Klebsiella pneumoniae strain KP_NORM_BLD_2012_86925 chromosome, complete genome",5183370,CP154055.1,Klebsiella pneumoniae,Klebsiella,strain KP_NORM_BLD_2012_86925,,complete genome,1,0.00e+00,1140,1119,98.16%,8,5-1136,4924474-4925613
"gi|2799007314|gb|CP154055.1| Klebsiella pneumoniae strain KP_NORM_BLD_2012_86925 chromosome, complete genome",5183370,CP154055.1,Klebsiella pneumoniae,Klebsiella,strain KP_NORM_BLD_2012_86925,,complete genome,1,0.00e+00,1140,1117,97.98%,8,5-1136,4488944-4490083
"gi|2799007314|gb|CP154055.1| Klebsiella pneumoniae strain KP_NORM_BLD_2012_86925 chromosome, complete genome",5183370,CP154055.1,Klebsiella pneumoniae,Klebsiella,strain KP_NORM_BLD_2012_86925,,complete genome,1,0.00e+00,1140,1117,97.98%,8,5-1136,4879268-4880407
"gi|2799007314|gb|CP154055.1| Klebsiella pneumoniae strain KP_NORM_BLD_2012_86925 chromosome, complete genome",5183370,CP154055.1,Klebsiella pneumoniae,Klebsiella,strain KP_NORM_BLD_2012_86925,,complete genome,1,0.00e+00,1140,1117,97.98%,8,5-1136,5016361-5017500
"gi|2799007314|gb|CP154055.1| Klebsiella pneumoniae strain KP_NORM_BLD_2012_86925 chromosome, complete genome",5183370,CP154055.1,Klebsiella pneumoniae,Klebsiella,strain KP_NORM_BLD_2012_86925,,complete genome,1,0.00e+00,1140,1117,97.98%,8,5-1136,5120812-5121951
"gi|2799007314|gb|CP154055.1| Klebsiella pneumoniae strain KP_NORM_BLD_2012_86925 chromosome, complete genome",5183370,CP154055.1,Klebsiella pneumoniae,Klebsiella,strain KP_NORM_BLD_2012_86925,,complete genome,1,0.00e+00,1140,1116,97.89%,8,5-1136,1220341-1219202
"gi|2799007314|gb|CP154055.1| Klebsiella pneumoniae strain KP_NORM_BLD_2012_86925 chromosome, complete genome",5183370,CP154055.1,Klebsiella pneumoniae,Klebsiella,strain KP_NORM_BLD_2012_86925,,complete genome,1,0.00e+00,1140,1115,97.81%,8,5-1136,459417-458278
"gi|2243882899|emb|OW967899.1| Klebsiella pneumoniae isolate 152 genome assembly, chromosome: main",5287548,OW967899.1,Klebsiella pneumoniae,Klebsiella,isolate 152,,,1,0.00e+00,1140,1119,98.16%,8,5-1136,454568-453429
"gi|2243882899|emb|OW967899.1| Klebsiella pneumoniae isolate 152 genome assembly, chromosome: main",5287548,OW967899.1,Klebsiella pneumoniae,Klebsiella,isolate 152,,,1,0.00e+00,1140,1119,98.16%,8,5-1136,1200238-1199099
"gi|2243882899|emb|OW967899.1| Klebsiella pneumoniae isolate 152 genome assembly, chromosome: main",5287548,OW967899.1,Klebsiella pneumoniae,Klebsiella,isolate 152,,,1,0.00e+00,1140,1119,98.16%,8,5-1136,4238971-4240110
"gi|2243882899|emb|OW967899.1| Klebsiella pneumoniae isolate 152 genome assembly, chromosome: main",5287548,OW967899.1,Klebsiella pneumoniae,Klebsiella,isolate 152,,,1,0.00e+00,1140,1119,98.16%,8,5-1136,4599907-4601046
"gi|2243882899|emb|OW967899.1| Klebsiella pneumoniae isolate 152 genome assembly, chromosome: main",5287548,OW967899.1,Klebsiella pneumoniae,Klebsiella,isolate 152,,,1,0.00e+00,1140,1119,98.16%,8,5-1136,4999175-5000314
