标题,长度,访问号,物种,属名,菌株,基因类型,序列类型,高得分片段对(HSPs),E值,比对长度,相同碱基数,相似度,缺口数,查询起始-结束,命中起始-结束
"gi|2843820657|gb|CP113282.1| Edwardsiella ictaluri strain 12-TAL-294-B4 chromosome, complete genome",3822531,CP113282.1,Edwardsiella ictaluri,Edwardsiella,strain 12-TAL-294-B4,,complete genome,1,0.00e+00,1117,1114,99.73%,2,6-1120,2443493-2442377
"gi|2843820657|gb|CP113282.1| Edwardsiella ictaluri strain 12-TAL-294-B4 chromosome, complete genome",3822531,CP113282.1,Edwardsiella ictaluri,Edwardsiella,strain 12-TAL-294-B4,,complete genome,1,0.00e+00,1116,1113,99.73%,1,6-1120,2076717-2075602
"gi|2843820657|gb|CP113282.1| Edwardsiella ictaluri strain 12-TAL-294-B4 chromosome, complete genome",3822531,CP113282.1,Edwardsiella ictaluri,Edwardsiella,strain 12-TAL-294-B4,,complete genome,1,0.00e+00,1117,1113,99.64%,3,6-1120,1819267-1818152
"gi|2843820657|gb|CP113282.1| Edwardsiella ictaluri strain 12-TAL-294-B4 chromosome, complete genome",3822531,CP113282.1,Edwardsiella ictaluri,Edwardsiella,strain 12-TAL-294-B4,,complete genome,1,0.00e+00,1116,1112,99.64%,3,6-1120,1557890-1559003
"gi|2843840434|gb|CP113297.1| Edwardsiella ictaluri strain 15-TAL067-K chromosome, complete genome",3817171,CP113297.1,Edwardsiella ictaluri,Edwardsiella,strain 15-TAL067-K,,complete genome,1,0.00e+00,1116,1114,99.82%,1,6-1120,1088971-1090086
"gi|2843840434|gb|CP113297.1| Edwardsiella ictaluri strain 15-TAL067-K chromosome, complete genome",3817171,CP113297.1,Edwardsiella ictaluri,Edwardsiella,strain 15-TAL067-K,,complete genome,1,0.00e+00,1116,1114,99.82%,1,6-1120,1518670-1519785
"gi|2843840434|gb|CP113297.1| Edwardsiella ictaluri strain 15-TAL067-K chromosome, complete genome",3817171,CP113297.1,Edwardsiella ictaluri,Edwardsiella,strain 15-TAL067-K,,complete genome,1,0.00e+00,1116,1114,99.82%,1,6-1120,1552603-1553718
"gi|2843840434|gb|CP113297.1| Edwardsiella ictaluri strain 15-TAL067-K chromosome, complete genome",3817171,CP113297.1,Edwardsiella ictaluri,Edwardsiella,strain 15-TAL067-K,,complete genome,1,0.00e+00,1116,1114,99.82%,1,6-1120,1759164-1758049
"gi|2843840434|gb|CP113297.1| Edwardsiella ictaluri strain 15-TAL067-K chromosome, complete genome",3817171,CP113297.1,Edwardsiella ictaluri,Edwardsiella,strain 15-TAL067-K,,complete genome,1,0.00e+00,1116,1114,99.82%,1,6-1120,1814756-1813641
"gi|2843840434|gb|CP113297.1| Edwardsiella ictaluri strain 15-TAL067-K chromosome, complete genome",3817171,CP113297.1,Edwardsiella ictaluri,Edwardsiella,strain 15-TAL067-K,,complete genome,1,0.00e+00,1116,1114,99.82%,1,6-1120,2066843-2065728
"gi|2843840434|gb|CP113297.1| Edwardsiella ictaluri strain 15-TAL067-K chromosome, complete genome",3817171,CP113297.1,Edwardsiella ictaluri,Edwardsiella,strain 15-TAL067-K,,complete genome,1,0.00e+00,1116,1114,99.82%,1,6-1120,2438986-2437871
"gi|2843840434|gb|CP113297.1| Edwardsiella ictaluri strain 15-TAL067-K chromosome, complete genome",3817171,CP113297.1,Edwardsiella ictaluri,Edwardsiella,strain 15-TAL067-K,,complete genome,1,0.00e+00,1116,1113,99.73%,1,6-1120,2072218-2071103
"gi|2813616833|gb|CP152193.1| Edwardsiella ictaluri strain Ei-60 chromosome, complete genome",3715425,CP152193.1,Edwardsiella ictaluri,Edwardsiella,strain Ei-60,,complete genome,1,0.00e+00,1116,1114,99.82%,1,6-1120,155907-154792
"gi|2813616833|gb|CP152193.1| Edwardsiella ictaluri strain Ei-60 chromosome, complete genome",3715425,CP152193.1,Edwardsiella ictaluri,Edwardsiella,strain Ei-60,,complete genome,1,0.00e+00,1116,1114,99.82%,1,6-1120,189923-188808
"gi|2813616833|gb|CP152193.1| Edwardsiella ictaluri strain Ei-60 chromosome, complete genome",3715425,CP152193.1,Edwardsiella ictaluri,Edwardsiella,strain Ei-60,,complete genome,1,0.00e+00,1116,1114,99.82%,1,6-1120,195295-194180
"gi|2813616833|gb|CP152193.1| Edwardsiella ictaluri strain Ei-60 chromosome, complete genome",3715425,CP152193.1,Edwardsiella ictaluri,Edwardsiella,strain Ei-60,,complete genome,1,0.00e+00,1116,1114,99.82%,1,6-1120,569753-568638
"gi|2813616833|gb|CP152193.1| Edwardsiella ictaluri strain Ei-60 chromosome, complete genome",3715425,CP152193.1,Edwardsiella ictaluri,Edwardsiella,strain Ei-60,,complete genome,1,0.00e+00,1116,1114,99.82%,1,6-1120,3356419-3357534
"gi|2813616833|gb|CP152193.1| Edwardsiella ictaluri strain Ei-60 chromosome, complete genome",3715425,CP152193.1,Edwardsiella ictaluri,Edwardsiella,strain Ei-60,,complete genome,1,0.00e+00,1116,1114,99.82%,1,6-1120,3665541-3666656
"gi|2813616833|gb|CP152193.1| Edwardsiella ictaluri strain Ei-60 chromosome, complete genome",3715425,CP152193.1,Edwardsiella ictaluri,Edwardsiella,strain Ei-60,,complete genome,1,0.00e+00,1116,1113,99.73%,1,6-1120,2983753-2984868
"gi|2813616833|gb|CP152193.1| Edwardsiella ictaluri strain Ei-60 chromosome, complete genome",3715425,CP152193.1,Edwardsiella ictaluri,Edwardsiella,strain Ei-60,,complete genome,1,0.00e+00,1116,1113,99.73%,1,6-1120,3610399-3611514
"gi|2843807346|gb|CP113147.1| Edwardsiella ictaluri strain S17-753 chromosome, complete genome",3829429,CP113147.1,Edwardsiella ictaluri,Edwardsiella,strain S17-753,,complete genome,1,0.00e+00,1116,1114,99.82%,1,6-1120,1044660-1045775
"gi|2843807346|gb|CP113147.1| Edwardsiella ictaluri strain S17-753 chromosome, complete genome",3829429,CP113147.1,Edwardsiella ictaluri,Edwardsiella,strain S17-753,,complete genome,1,0.00e+00,1116,1114,99.82%,1,6-1120,1481755-1482870
"gi|2843807346|gb|CP113147.1| Edwardsiella ictaluri strain S17-753 chromosome, complete genome",3829429,CP113147.1,Edwardsiella ictaluri,Edwardsiella,strain S17-753,,complete genome,1,0.00e+00,1116,1114,99.82%,1,6-1120,1515774-1516889
"gi|2843807346|gb|CP113147.1| Edwardsiella ictaluri strain S17-753 chromosome, complete genome",3829429,CP113147.1,Edwardsiella ictaluri,Edwardsiella,strain S17-753,,complete genome,1,0.00e+00,1116,1114,99.82%,1,6-1120,1720555-1719440
"gi|2843807346|gb|CP113147.1| Edwardsiella ictaluri strain S17-753 chromosome, complete genome",3829429,CP113147.1,Edwardsiella ictaluri,Edwardsiella,strain S17-753,,complete genome,1,0.00e+00,1116,1114,99.82%,1,6-1120,1776155-1775040
"gi|2843807346|gb|CP113147.1| Edwardsiella ictaluri strain S17-753 chromosome, complete genome",3829429,CP113147.1,Edwardsiella ictaluri,Edwardsiella,strain S17-753,,complete genome,1,0.00e+00,1116,1114,99.82%,1,6-1120,2028296-2027181
"gi|2843807346|gb|CP113147.1| Edwardsiella ictaluri strain S17-753 chromosome, complete genome",3829429,CP113147.1,Edwardsiella ictaluri,Edwardsiella,strain S17-753,,complete genome,1,0.00e+00,1116,1114,99.82%,1,6-1120,2033671-2032556
"gi|2843807346|gb|CP113147.1| Edwardsiella ictaluri strain S17-753 chromosome, complete genome",3829429,CP113147.1,Edwardsiella ictaluri,Edwardsiella,strain S17-753,,complete genome,1,0.00e+00,1116,1113,99.73%,1,6-1120,2403891-2402776
"gi|2913279469|gb|CP180735.1| Edwardsiella ictaluri strain NRRL B50348 chromosome, complete genome",3834978,CP180735.1,Edwardsiella ictaluri,Edwardsiella,strain NRRL,,complete genome,1,0.00e+00,1116,1114,99.82%,1,6-1120,3626-4741
"gi|2913279469|gb|CP180735.1| Edwardsiella ictaluri strain NRRL B50348 chromosome, complete genome",3834978,CP180735.1,Edwardsiella ictaluri,Edwardsiella,strain NRRL,,complete genome,1,0.00e+00,1116,1114,99.82%,1,6-1120,37645-38760
"gi|2913279469|gb|CP180735.1| Edwardsiella ictaluri strain NRRL B50348 chromosome, complete genome",3834978,CP180735.1,Edwardsiella ictaluri,Edwardsiella,strain NRRL,,complete genome,1,0.00e+00,1116,1114,99.82%,1,6-1120,242429-241314
"gi|2913279469|gb|CP180735.1| Edwardsiella ictaluri strain NRRL B50348 chromosome, complete genome",3834978,CP180735.1,Edwardsiella ictaluri,Edwardsiella,strain NRRL,,complete genome,1,0.00e+00,1116,1114,99.82%,1,6-1120,298898-297783
"gi|2913279469|gb|CP180735.1| Edwardsiella ictaluri strain NRRL B50348 chromosome, complete genome",3834978,CP180735.1,Edwardsiella ictaluri,Edwardsiella,strain NRRL,,complete genome,1,0.00e+00,1116,1114,99.82%,1,6-1120,550957-549842
"gi|2913279469|gb|CP180735.1| Edwardsiella ictaluri strain NRRL B50348 chromosome, complete genome",3834978,CP180735.1,Edwardsiella ictaluri,Edwardsiella,strain NRRL,,complete genome,1,0.00e+00,1116,1114,99.82%,1,6-1120,556333-555218
"gi|2913279469|gb|CP180735.1| Edwardsiella ictaluri strain NRRL B50348 chromosome, complete genome",3834978,CP180735.1,Edwardsiella ictaluri,Edwardsiella,strain NRRL,,complete genome,1,0.00e+00,1116,1114,99.82%,1,6-1120,926657-925542
"gi|2913279469|gb|CP180735.1| Edwardsiella ictaluri strain NRRL B50348 chromosome, complete genome",3834978,CP180735.1,Edwardsiella ictaluri,Edwardsiella,strain NRRL,,complete genome,1,0.00e+00,1116,1114,99.82%,1,6-1120,3404360-3405475
gi|2813593599|gb|CP152134.1| Edwardsiella ictaluri strain Ei-31 chromosome,3714141,CP152134.1,Edwardsiella ictaluri,Edwardsiella,strain Ei-31,,,1,0.00e+00,1116,1114,99.82%,1,6-1120,1605713-1606828
gi|2813593599|gb|CP152134.1| Edwardsiella ictaluri strain Ei-31 chromosome,3714141,CP152134.1,Edwardsiella ictaluri,Edwardsiella,strain Ei-31,,,1,0.00e+00,1116,1114,99.82%,1,6-1120,1810636-1809521
gi|2813593599|gb|CP152134.1| Edwardsiella ictaluri strain Ei-31 chromosome,3714141,CP152134.1,Edwardsiella ictaluri,Edwardsiella,strain Ei-31,,,1,0.00e+00,1116,1114,99.82%,1,6-1120,1844652-1843537
gi|2813593599|gb|CP152134.1| Edwardsiella ictaluri strain Ei-31 chromosome,3714141,CP152134.1,Edwardsiella ictaluri,Edwardsiella,strain Ei-31,,,1,0.00e+00,1116,1114,99.82%,1,6-1120,1850025-1848910
gi|2813593599|gb|CP152134.1| Edwardsiella ictaluri strain Ei-31 chromosome,3714141,CP152134.1,Edwardsiella ictaluri,Edwardsiella,strain Ei-31,,,1,0.00e+00,1116,1114,99.82%,1,6-1120,2223617-2222502
gi|2813593599|gb|CP152134.1| Edwardsiella ictaluri strain Ei-31 chromosome,3714141,CP152134.1,Edwardsiella ictaluri,Edwardsiella,strain Ei-31,,,1,0.00e+00,1116,1113,99.73%,1,6-1120,924489-925604
gi|2813593599|gb|CP152134.1| Edwardsiella ictaluri strain Ei-31 chromosome,3714141,CP152134.1,Edwardsiella ictaluri,Edwardsiella,strain Ei-31,,,1,0.00e+00,1116,1113,99.73%,2,6-1120,1296294-1297408
gi|2813593599|gb|CP152134.1| Edwardsiella ictaluri strain Ei-31 chromosome,3714141,CP152134.1,Edwardsiella ictaluri,Edwardsiella,strain Ei-31,,,1,0.00e+00,1116,1113,99.73%,1,6-1120,1550570-1551685
"gi|2843823983|gb|CP113288.1| Edwardsiella ictaluri strain 13-TAL-118 chromosome, complete genome",3783491,CP113288.1,Edwardsiella ictaluri,Edwardsiella,strain 13-TAL-118,,complete genome,1,0.00e+00,1116,1114,99.82%,1,6-1120,1046198-1047313
"gi|2843823983|gb|CP113288.1| Edwardsiella ictaluri strain 13-TAL-118 chromosome, complete genome",3783491,CP113288.1,Edwardsiella ictaluri,Edwardsiella,strain 13-TAL-118,,complete genome,1,0.00e+00,1116,1114,99.82%,1,6-1120,1475896-1477011
"gi|2843823983|gb|CP113288.1| Edwardsiella ictaluri strain 13-TAL-118 chromosome, complete genome",3783491,CP113288.1,Edwardsiella ictaluri,Edwardsiella,strain 13-TAL-118,,complete genome,1,0.00e+00,1116,1114,99.82%,1,6-1120,1481186-1482301
"gi|2843823983|gb|CP113288.1| Edwardsiella ictaluri strain 13-TAL-118 chromosome, complete genome",3783491,CP113288.1,Edwardsiella ictaluri,Edwardsiella,strain 13-TAL-118,,complete genome,1,0.00e+00,1116,1114,99.82%,1,6-1120,1515119-1516234
"gi|2843823983|gb|CP113288.1| Edwardsiella ictaluri strain 13-TAL-118 chromosome, complete genome",3783491,CP113288.1,Edwardsiella ictaluri,Edwardsiella,strain 13-TAL-118,,complete genome,1,0.00e+00,1116,1114,99.82%,1,6-1120,1721680-1720565
"gi|2843823983|gb|CP113288.1| Edwardsiella ictaluri strain 13-TAL-118 chromosome, complete genome",3783491,CP113288.1,Edwardsiella ictaluri,Edwardsiella,strain 13-TAL-118,,complete genome,1,0.00e+00,1116,1114,99.82%,1,6-1120,1777272-1776157
"gi|2843823983|gb|CP113288.1| Edwardsiella ictaluri strain 13-TAL-118 chromosome, complete genome",3783491,CP113288.1,Edwardsiella ictaluri,Edwardsiella,strain 13-TAL-118,,complete genome,1,0.00e+00,1116,1114,99.82%,1,6-1120,2029332-2028217
"gi|2843823983|gb|CP113288.1| Edwardsiella ictaluri strain 13-TAL-118 chromosome, complete genome",3783491,CP113288.1,Edwardsiella ictaluri,Edwardsiella,strain 13-TAL-118,,complete genome,1,0.00e+00,1116,1114,99.82%,1,6-1120,2402247-2401132
"gi|2843823983|gb|CP113288.1| Edwardsiella ictaluri strain 13-TAL-118 chromosome, complete genome",3783491,CP113288.1,Edwardsiella ictaluri,Edwardsiella,strain 13-TAL-118,,complete genome,1,0.00e+00,1116,1113,99.73%,1,6-1120,2034707-2033592
"gi|2813633400|gb|CP152219.1| Edwardsiella ictaluri strain Ei-77cfu1pp chromosome, complete genome",3827009,CP152219.1,Edwardsiella ictaluri,Edwardsiella,strain Ei-77cfu1pp,,complete genome,1,0.00e+00,1116,1114,99.82%,1,6-1120,155907-154792
"gi|2813633400|gb|CP152219.1| Edwardsiella ictaluri strain Ei-77cfu1pp chromosome, complete genome",3827009,CP152219.1,Edwardsiella ictaluri,Edwardsiella,strain Ei-77cfu1pp,,complete genome,1,0.00e+00,1116,1114,99.82%,1,6-1120,189923-188808
"gi|2813633400|gb|CP152219.1| Edwardsiella ictaluri strain Ei-77cfu1pp chromosome, complete genome",3827009,CP152219.1,Edwardsiella ictaluri,Edwardsiella,strain Ei-77cfu1pp,,complete genome,1,0.00e+00,1116,1114,99.82%,1,6-1120,195296-194181
"gi|2813633400|gb|CP152219.1| Edwardsiella ictaluri strain Ei-77cfu1pp chromosome, complete genome",3827009,CP152219.1,Edwardsiella ictaluri,Edwardsiella,strain Ei-77cfu1pp,,complete genome,1,0.00e+00,1116,1114,99.82%,1,6-1120,676987-675872
"gi|2813633400|gb|CP152219.1| Edwardsiella ictaluri strain Ei-77cfu1pp chromosome, complete genome",3827009,CP152219.1,Edwardsiella ictaluri,Edwardsiella,strain Ei-77cfu1pp,,complete genome,1,0.00e+00,1116,1114,99.82%,1,6-1120,3468860-3469975
"gi|2813633400|gb|CP152219.1| Edwardsiella ictaluri strain Ei-77cfu1pp chromosome, complete genome",3827009,CP152219.1,Edwardsiella ictaluri,Edwardsiella,strain Ei-77cfu1pp,,complete genome,1,0.00e+00,1116,1114,99.82%,1,6-1120,3777993-3779108
"gi|2813633400|gb|CP152219.1| Edwardsiella ictaluri strain Ei-77cfu1pp chromosome, complete genome",3827009,CP152219.1,Edwardsiella ictaluri,Edwardsiella,strain Ei-77cfu1pp,,complete genome,1,0.00e+00,1116,1113,99.73%,1,6-1120,3096209-3097324
"gi|2813633400|gb|CP152219.1| Edwardsiella ictaluri strain Ei-77cfu1pp chromosome, complete genome",3827009,CP152219.1,Edwardsiella ictaluri,Edwardsiella,strain Ei-77cfu1pp,,complete genome,1,0.00e+00,1116,1113,99.73%,1,6-1120,3722849-3723964
"gi|2843738711|gb|CP113127.1| Edwardsiella ictaluri strain S14-635 chromosome, complete genome",3836958,CP113127.1,Edwardsiella ictaluri,Edwardsiella,strain S14-635,,complete genome,1,0.00e+00,1116,1114,99.82%,1,6-1120,1054837-1055952
"gi|2843738711|gb|CP113127.1| Edwardsiella ictaluri strain S14-635 chromosome, complete genome",3836958,CP113127.1,Edwardsiella ictaluri,Edwardsiella,strain S14-635,,complete genome,1,0.00e+00,1116,1114,99.82%,1,6-1120,1492827-1493942
"gi|2843738711|gb|CP113127.1| Edwardsiella ictaluri strain S14-635 chromosome, complete genome",3836958,CP113127.1,Edwardsiella ictaluri,Edwardsiella,strain S14-635,,complete genome,1,0.00e+00,1116,1114,99.82%,1,6-1120,1526845-1527960
"gi|2843738711|gb|CP113127.1| Edwardsiella ictaluri strain S14-635 chromosome, complete genome",3836958,CP113127.1,Edwardsiella ictaluri,Edwardsiella,strain S14-635,,complete genome,1,0.00e+00,1116,1114,99.82%,1,6-1120,1730303-1729188
"gi|2843738711|gb|CP113127.1| Edwardsiella ictaluri strain S14-635 chromosome, complete genome",3836958,CP113127.1,Edwardsiella ictaluri,Edwardsiella,strain S14-635,,complete genome,1,0.00e+00,1116,1114,99.82%,1,6-1120,1785902-1784787
"gi|2843738711|gb|CP113127.1| Edwardsiella ictaluri strain S14-635 chromosome, complete genome",3836958,CP113127.1,Edwardsiella ictaluri,Edwardsiella,strain S14-635,,complete genome,1,0.00e+00,1116,1114,99.82%,1,6-1120,2038061-2036946
"gi|2843738711|gb|CP113127.1| Edwardsiella ictaluri strain S14-635 chromosome, complete genome",3836958,CP113127.1,Edwardsiella ictaluri,Edwardsiella,strain S14-635,,complete genome,1,0.00e+00,1116,1114,99.82%,1,6-1120,2043436-2042321
"gi|2843738711|gb|CP113127.1| Edwardsiella ictaluri strain S14-635 chromosome, complete genome",3836958,CP113127.1,Edwardsiella ictaluri,Edwardsiella,strain S14-635,,complete genome,1,0.00e+00,1116,1113,99.73%,1,6-1120,2413664-2412549
"gi|2813610039|gb|CP152197.1| Edwardsiella ictaluri strain Ei-64 chromosome, complete genome",3807433,CP152197.1,Edwardsiella ictaluri,Edwardsiella,strain Ei-64,,complete genome,1,0.00e+00,1116,1114,99.82%,1,6-1120,156775-155660
"gi|2813610039|gb|CP152197.1| Edwardsiella ictaluri strain Ei-64 chromosome, complete genome",3807433,CP152197.1,Edwardsiella ictaluri,Edwardsiella,strain Ei-64,,complete genome,1,0.00e+00,1116,1114,99.82%,1,6-1120,190790-189675
"gi|2813610039|gb|CP152197.1| Edwardsiella ictaluri strain Ei-64 chromosome, complete genome",3807433,CP152197.1,Edwardsiella ictaluri,Edwardsiella,strain Ei-64,,complete genome,1,0.00e+00,1116,1114,99.82%,1,6-1120,196163-195048
"gi|2813610039|gb|CP152197.1| Edwardsiella ictaluri strain Ei-64 chromosome, complete genome",3807433,CP152197.1,Edwardsiella ictaluri,Edwardsiella,strain Ei-64,,complete genome,1,0.00e+00,1116,1114,99.82%,1,6-1120,659420-658305
"gi|2813610039|gb|CP152197.1| Edwardsiella ictaluri strain Ei-64 chromosome, complete genome",3807433,CP152197.1,Edwardsiella ictaluri,Edwardsiella,strain Ei-64,,complete genome,1,0.00e+00,1116,1114,99.82%,1,6-1120,3448621-3449736
"gi|2813610039|gb|CP152197.1| Edwardsiella ictaluri strain Ei-64 chromosome, complete genome",3807433,CP152197.1,Edwardsiella ictaluri,Edwardsiella,strain Ei-64,,complete genome,1,0.00e+00,1116,1113,99.73%,1,6-1120,3075103-3076218
"gi|2813610039|gb|CP152197.1| Edwardsiella ictaluri strain Ei-64 chromosome, complete genome",3807433,CP152197.1,Edwardsiella ictaluri,Edwardsiella,strain Ei-64,,complete genome,1,0.00e+00,1116,1113,99.73%,2,6-1120,3758418-3759532
"gi|2813610039|gb|CP152197.1| Edwardsiella ictaluri strain Ei-64 chromosome, complete genome",3807433,CP152197.1,Edwardsiella ictaluri,Edwardsiella,strain Ei-64,,complete genome,1,0.00e+00,1119,1113,99.46%,4,6-1120,3702494-3703612
"gi|2813613525|gb|CP152212.1| Edwardsiella ictaluri strain Ei-85 chromosome, complete genome",3798252,CP152212.1,Edwardsiella ictaluri,Edwardsiella,strain Ei-85,,complete genome,1,0.00e+00,1116,1114,99.82%,1,6-1120,155907-154792
"gi|2813613525|gb|CP152212.1| Edwardsiella ictaluri strain Ei-85 chromosome, complete genome",3798252,CP152212.1,Edwardsiella ictaluri,Edwardsiella,strain Ei-85,,complete genome,1,0.00e+00,1116,1114,99.82%,1,6-1120,189923-188808
"gi|2813613525|gb|CP152212.1| Edwardsiella ictaluri strain Ei-85 chromosome, complete genome",3798252,CP152212.1,Edwardsiella ictaluri,Edwardsiella,strain Ei-85,,complete genome,1,0.00e+00,1116,1114,99.82%,1,6-1120,195296-194181
"gi|2813613525|gb|CP152212.1| Edwardsiella ictaluri strain Ei-85 chromosome, complete genome",3798252,CP152212.1,Edwardsiella ictaluri,Edwardsiella,strain Ei-85,,complete genome,1,0.00e+00,1116,1114,99.82%,1,6-1120,676118-675003
"gi|2813613525|gb|CP152212.1| Edwardsiella ictaluri strain Ei-85 chromosome, complete genome",3798252,CP152212.1,Edwardsiella ictaluri,Edwardsiella,strain Ei-85,,complete genome,1,0.00e+00,1116,1114,99.82%,1,6-1120,3440103-3441218
"gi|2813613525|gb|CP152212.1| Edwardsiella ictaluri strain Ei-85 chromosome, complete genome",3798252,CP152212.1,Edwardsiella ictaluri,Edwardsiella,strain Ei-85,,complete genome,1,0.00e+00,1116,1114,99.82%,1,6-1120,3749236-3750351
"gi|2813613525|gb|CP152212.1| Edwardsiella ictaluri strain Ei-85 chromosome, complete genome",3798252,CP152212.1,Edwardsiella ictaluri,Edwardsiella,strain Ei-85,,complete genome,1,0.00e+00,1116,1113,99.73%,1,6-1120,3097014-3098129
