标题,长度,访问号,物种,属名,菌株,基因类型,序列类型,高得分片段对(HSPs),E值,比对长度,相同碱基数,相似度,缺口数,查询起始-结束,命中起始-结束
"gi|1104476190|gb|CP017952.1| Streptococcus iniae strain 89353, complete genome",2098647,CP017952.1,Streptococcus iniae,Streptococcus,strain 89353,,complete genome,1,0.00e+00,1127,1124,99.73%,1,7-1133,1552772-1553897
"gi|1104476190|gb|CP017952.1| Streptococcus iniae strain 89353, complete genome",2098647,CP017952.1,Streptococcus iniae,Streptococcus,strain 89353,,complete genome,1,0.00e+00,1127,1118,99.20%,1,7-1133,89977-88852
"gi|1279182880|gb|CP024843.1| Streptococcus iniae strain FP5228 chromosome, complete genome",2090625,CP024843.1,Streptococcus iniae,Streptococcus,strain FP5228,,complete genome,1,0.00e+00,1127,1124,99.73%,1,7-1133,58562-59687
"gi|1279182880|gb|CP024843.1| Streptococcus iniae strain FP5228 chromosome, complete genome",2090625,CP024843.1,Streptococcus iniae,Streptococcus,strain FP5228,,complete genome,1,0.00e+00,1127,1124,99.73%,1,7-1133,605651-604526
"gi|1279182880|gb|CP024843.1| Streptococcus iniae strain FP5228 chromosome, complete genome",2090625,CP024843.1,Streptococcus iniae,Streptococcus,strain FP5228,,complete genome,1,0.00e+00,1127,1124,99.73%,1,7-1133,1034004-1032879
"gi|1279182880|gb|CP024843.1| Streptococcus iniae strain FP5228 chromosome, complete genome",2090625,CP024843.1,Streptococcus iniae,Streptococcus,strain FP5228,,complete genome,1,0.00e+00,1127,1123,99.65%,1,7-1133,982041-980916
"gi|1279182880|gb|CP024843.1| Streptococcus iniae strain FP5228 chromosome, complete genome",2090625,CP024843.1,Streptococcus iniae,Streptococcus,strain FP5228,,complete genome,1,0.00e+00,1127,1118,99.20%,1,7-1133,661096-659971
"gi|909995648|gb|KP729644.2| Streptococcus iniae strain TOS08 16S ribosomal RNA gene, partial sequence",1509,KP729644.2,Streptococcus iniae,Streptococcus,strain TOS08,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1127,1124,99.73%,1,7-1133,1467-342
"gi|1566193407|dbj|LC378579.1| Streptococcus iniae CU/KSC1 gene for 16S ribosomal RNA, partial sequence",1510,LC378579.1,Streptococcus iniae,Streptococcus,,16S ribosomal RNA,partial sequence,1,0.00e+00,1127,1124,99.73%,1,7-1133,1470-345
"gi|1481061157|gb|CP032401.1| Streptococcus iniae strain GX005 chromosome, complete genome",2095003,CP032401.1,Streptococcus iniae,Streptococcus,strain GX005,,complete genome,1,0.00e+00,1127,1124,99.73%,1,7-1133,609770-610895
"gi|1481061157|gb|CP032401.1| Streptococcus iniae strain GX005 chromosome, complete genome",2095003,CP032401.1,Streptococcus iniae,Streptococcus,strain GX005,,complete genome,1,0.00e+00,1127,1124,99.73%,1,7-1133,1179088-1177963
"gi|1481061157|gb|CP032401.1| Streptococcus iniae strain GX005 chromosome, complete genome",2095003,CP032401.1,Streptococcus iniae,Streptococcus,strain GX005,,complete genome,1,0.00e+00,1127,1124,99.73%,1,7-1133,1185186-1184061
"gi|1481061157|gb|CP032401.1| Streptococcus iniae strain GX005 chromosome, complete genome",2095003,CP032401.1,Streptococcus iniae,Streptococcus,strain GX005,,complete genome,1,0.00e+00,1127,1124,99.73%,1,7-1133,1532999-1531874
"gi|1481061157|gb|CP032401.1| Streptococcus iniae strain GX005 chromosome, complete genome",2095003,CP032401.1,Streptococcus iniae,Streptococcus,strain GX005,,complete genome,1,0.00e+00,1127,1124,99.73%,1,7-1133,1584963-1583838
"gi|1481061157|gb|CP032401.1| Streptococcus iniae strain GX005 chromosome, complete genome",2095003,CP032401.1,Streptococcus iniae,Streptococcus,strain GX005,,complete genome,1,0.00e+00,1127,1118,99.20%,1,7-1133,1241618-1240493
"gi|1216356827|gb|CP022392.1| Streptococcus iniae strain QMA0248, complete genome",2116570,CP022392.1,Streptococcus iniae,Streptococcus,strain QMA0248,,complete genome,1,0.00e+00,1127,1124,99.73%,1,7-1133,27559-26434
"gi|1216356827|gb|CP022392.1| Streptococcus iniae strain QMA0248, complete genome",2116570,CP022392.1,Streptococcus iniae,Streptococcus,strain QMA0248,,complete genome,1,0.00e+00,1127,1124,99.73%,1,7-1133,424613-423488
"gi|1216356827|gb|CP022392.1| Streptococcus iniae strain QMA0248, complete genome",2116570,CP022392.1,Streptococcus iniae,Streptococcus,strain QMA0248,,complete genome,1,0.00e+00,1127,1124,99.73%,1,7-1133,1543646-1544771
"gi|1216356827|gb|CP022392.1| Streptococcus iniae strain QMA0248, complete genome",2116570,CP022392.1,Streptococcus iniae,Streptococcus,strain QMA0248,,complete genome,1,0.00e+00,1127,1123,99.65%,1,7-1133,371563-370438
"gi|1216356827|gb|CP022392.1| Streptococcus iniae strain QMA0248, complete genome",2116570,CP022392.1,Streptococcus iniae,Streptococcus,strain QMA0248,,complete genome,1,0.00e+00,1127,1118,99.20%,1,7-1133,82904-81779
gi|2882741923|gb|CP121692.1| Streptococcus iniae strain SIKU01 chromosome,2091102,CP121692.1,Streptococcus iniae,Streptococcus,strain SIKU01,,,1,0.00e+00,1127,1124,99.73%,1,7-1133,27618-26493
gi|2882741923|gb|CP121692.1| Streptococcus iniae strain SIKU01 chromosome,2091102,CP121692.1,Streptococcus iniae,Streptococcus,strain SIKU01,,,1,0.00e+00,1127,1124,99.73%,1,7-1133,429758-428633
gi|2882741923|gb|CP121692.1| Streptococcus iniae strain SIKU01 chromosome,2091102,CP121692.1,Streptococcus iniae,Streptococcus,strain SIKU01,,,1,0.00e+00,1127,1124,99.73%,1,7-1133,1545343-1546468
gi|2882741923|gb|CP121692.1| Streptococcus iniae strain SIKU01 chromosome,2091102,CP121692.1,Streptococcus iniae,Streptococcus,strain SIKU01,,,1,0.00e+00,1127,1123,99.65%,1,7-1133,377794-376669
gi|2882741923|gb|CP121692.1| Streptococcus iniae strain SIKU01 chromosome,2091102,CP121692.1,Streptococcus iniae,Streptococcus,strain SIKU01,,,1,0.00e+00,1127,1118,99.20%,1,7-1133,86459-85334
"gi|2873046052|gb|PQ803353.1| Streptococcus iniae strain 24FBStr0066 16S ribosomal RNA gene, partial sequence",1460,PQ803353.1,Streptococcus iniae,Streptococcus,strain 24FBStr0066,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1127,1124,99.73%,1,7-1133,1444-319
"gi|1706971022|gb|MN194176.1| Streptococcus iniae strain UCD-S10D 16S ribosomal RNA gene, partial sequence",1500,MN194176.1,Streptococcus iniae,Streptococcus,strain UCD-S10D,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1127,1124,99.73%,1,7-1133,1464-339
"gi|2563029237|gb|CP132230.1| Streptococcus iniae strain BH15-2 chromosome, complete genome",2175659,CP132230.1,Streptococcus iniae,Streptococcus,strain BH15-2,,complete genome,1,0.00e+00,1127,1124,99.73%,1,7-1133,27443-26318
"gi|2563029237|gb|CP132230.1| Streptococcus iniae strain BH15-2 chromosome, complete genome",2175659,CP132230.1,Streptococcus iniae,Streptococcus,strain BH15-2,,complete genome,1,0.00e+00,1127,1124,99.73%,1,7-1133,84562-83437
"gi|2563029237|gb|CP132230.1| Streptococcus iniae strain BH15-2 chromosome, complete genome",2175659,CP132230.1,Streptococcus iniae,Streptococcus,strain BH15-2,,complete genome,1,0.00e+00,1127,1124,99.73%,1,7-1133,412646-411521
"gi|2563029237|gb|CP132230.1| Streptococcus iniae strain BH15-2 chromosome, complete genome",2175659,CP132230.1,Streptococcus iniae,Streptococcus,strain BH15-2,,complete genome,1,0.00e+00,1127,1124,99.73%,1,7-1133,1626399-1627524
"gi|2563029237|gb|CP132230.1| Streptococcus iniae strain BH15-2 chromosome, complete genome",2175659,CP132230.1,Streptococcus iniae,Streptococcus,strain BH15-2,,complete genome,1,0.00e+00,1127,1124,99.73%,1,7-1133,1857419-1858544
"gi|1706971021|gb|MN194175.1| Streptococcus iniae strain UCD-S10C 16S ribosomal RNA gene, partial sequence",1500,MN194175.1,Streptococcus iniae,Streptococcus,strain UCD-S10C,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1127,1124,99.73%,1,7-1133,1464-339
"gi|1566193410|dbj|LC378582.1| Streptococcus iniae CU/KSC4 gene for 16S ribosomal RNA, partial sequence",1510,LC378582.1,Streptococcus iniae,Streptococcus,,16S ribosomal RNA,partial sequence,1,0.00e+00,1127,1124,99.73%,1,7-1133,1470-345
"gi|2560545108|gb|OR418440.1| Streptococcus iniae strain AQAHMSi2 16S ribosomal RNA gene, partial sequence",1513,OR418440.1,Streptococcus iniae,Streptococcus,strain AQAHMSi2,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1127,1124,99.73%,1,7-1133,1470-345
"gi|1340847254|gb|MG912577.1| Streptococcus iniae strain SB1 16S ribosomal RNA gene, partial sequence",1458,MG912577.1,Streptococcus iniae,Streptococcus,strain SB1,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1127,1124,99.73%,1,7-1133,1439-314
"gi|2563027315|gb|CP132229.1| Streptococcus iniae strain BH16-24 chromosome, complete genome",2153918,CP132229.1,Streptococcus iniae,Streptococcus,strain BH16-24,,complete genome,1,0.00e+00,1127,1124,99.73%,1,7-1133,27443-26318
"gi|2563027315|gb|CP132229.1| Streptococcus iniae strain BH16-24 chromosome, complete genome",2153918,CP132229.1,Streptococcus iniae,Streptococcus,strain BH16-24,,complete genome,1,0.00e+00,1127,1124,99.73%,1,7-1133,33541-32416
"gi|2563027315|gb|CP132229.1| Streptococcus iniae strain BH16-24 chromosome, complete genome",2153918,CP132229.1,Streptococcus iniae,Streptococcus,strain BH16-24,,complete genome,1,0.00e+00,1127,1124,99.73%,1,7-1133,90660-89535
"gi|2563027315|gb|CP132229.1| Streptococcus iniae strain BH16-24 chromosome, complete genome",2153918,CP132229.1,Streptococcus iniae,Streptococcus,strain BH16-24,,complete genome,1,0.00e+00,1127,1124,99.73%,1,7-1133,419718-418593
"gi|2563027315|gb|CP132229.1| Streptococcus iniae strain BH16-24 chromosome, complete genome",2153918,CP132229.1,Streptococcus iniae,Streptococcus,strain BH16-24,,complete genome,1,0.00e+00,1127,1124,99.73%,1,7-1133,699043-697918
"gi|2563027315|gb|CP132229.1| Streptococcus iniae strain BH16-24 chromosome, complete genome",2153918,CP132229.1,Streptococcus iniae,Streptococcus,strain BH16-24,,complete genome,1,0.00e+00,1127,1124,99.73%,1,7-1133,1822332-1823457
"gi|2778655805|gb|CP162310.1| Streptococcus iniae strain ZQ2205 chromosome, complete genome",2128105,CP162310.1,Streptococcus iniae,Streptococcus,strain ZQ2205,,complete genome,1,0.00e+00,1127,1124,99.73%,1,7-1133,27447-26322
"gi|2778655805|gb|CP162310.1| Streptococcus iniae strain ZQ2205 chromosome, complete genome",2128105,CP162310.1,Streptococcus iniae,Streptococcus,strain ZQ2205,,complete genome,1,0.00e+00,1127,1124,99.73%,1,7-1133,33545-32420
"gi|2778655805|gb|CP162310.1| Streptococcus iniae strain ZQ2205 chromosome, complete genome",2128105,CP162310.1,Streptococcus iniae,Streptococcus,strain ZQ2205,,complete genome,1,0.00e+00,1127,1124,99.73%,1,7-1133,89976-88851
"gi|2778655805|gb|CP162310.1| Streptococcus iniae strain ZQ2205 chromosome, complete genome",2128105,CP162310.1,Streptococcus iniae,Streptococcus,strain ZQ2205,,complete genome,1,0.00e+00,1127,1124,99.73%,1,7-1133,384204-383079
"gi|2778655805|gb|CP162310.1| Streptococcus iniae strain ZQ2205 chromosome, complete genome",2128105,CP162310.1,Streptococcus iniae,Streptococcus,strain ZQ2205,,complete genome,1,0.00e+00,1127,1124,99.73%,1,7-1133,436166-435041
"gi|2778655805|gb|CP162310.1| Streptococcus iniae strain ZQ2205 chromosome, complete genome",2128105,CP162310.1,Streptococcus iniae,Streptococcus,strain ZQ2205,,complete genome,1,0.00e+00,1127,1124,99.73%,1,7-1133,1563135-1564260
