标题,长度,访问号,物种,属名,菌株,基因类型,序列类型,高得分片段对(HSPs),E值,比对长度,相同碱基数,相似度,缺口数,查询起始-结束,命中起始-结束
"gi|1370756710|gb|CP027852.1| Plesiomonas shigelloides strain MS-17-188 chromosome, complete genome",3505422,CP027852.1,Plesiomonas shigelloides,Plesiomonas,strain MS-17-188,,complete genome,1,0.00e+00,1150,1142,99.30%,3,6-1154,2499454-2498307
"gi|1370756710|gb|CP027852.1| Plesiomonas shigelloides strain MS-17-188 chromosome, complete genome",3505422,CP027852.1,Plesiomonas shigelloides,Plesiomonas,strain MS-17-188,,complete genome,1,0.00e+00,1150,1142,99.30%,3,6-1154,2676155-2675008
"gi|1370756710|gb|CP027852.1| Plesiomonas shigelloides strain MS-17-188 chromosome, complete genome",3505422,CP027852.1,Plesiomonas shigelloides,Plesiomonas,strain MS-17-188,,complete genome,1,0.00e+00,1150,1142,99.30%,3,6-1154,2703921-2702774
"gi|1370756710|gb|CP027852.1| Plesiomonas shigelloides strain MS-17-188 chromosome, complete genome",3505422,CP027852.1,Plesiomonas shigelloides,Plesiomonas,strain MS-17-188,,complete genome,1,0.00e+00,1150,1141,99.22%,3,6-1154,2474837-2473690
"gi|1370756710|gb|CP027852.1| Plesiomonas shigelloides strain MS-17-188 chromosome, complete genome",3505422,CP027852.1,Plesiomonas shigelloides,Plesiomonas,strain MS-17-188,,complete genome,1,0.00e+00,1150,1141,99.22%,3,6-1154,2493821-2492674
gi|2050160876|gb|CP076372.1| Plesiomonas shigelloides strain Colony13 chromosome,3406079,CP076372.1,Plesiomonas shigelloides,Plesiomonas,strain Colony13,,,1,0.00e+00,1150,1144,99.48%,3,6-1154,3077209-3078356
gi|2050160876|gb|CP076372.1| Plesiomonas shigelloides strain Colony13 chromosome,3406079,CP076372.1,Plesiomonas shigelloides,Plesiomonas,strain Colony13,,,1,0.00e+00,1150,1144,99.48%,3,6-1154,3306293-3307440
gi|2050160876|gb|CP076372.1| Plesiomonas shigelloides strain Colony13 chromosome,3406079,CP076372.1,Plesiomonas shigelloides,Plesiomonas,strain Colony13,,,1,0.00e+00,1150,1142,99.30%,3,6-1154,333707-332560
gi|2050160876|gb|CP076372.1| Plesiomonas shigelloides strain Colony13 chromosome,3406079,CP076372.1,Plesiomonas shigelloides,Plesiomonas,strain Colony13,,,1,0.00e+00,1150,1142,99.30%,3,6-1154,3287287-3288434
gi|2050160876|gb|CP076372.1| Plesiomonas shigelloides strain Colony13 chromosome,3406079,CP076372.1,Plesiomonas shigelloides,Plesiomonas,strain Colony13,,,1,0.00e+00,1150,1141,99.22%,3,6-1154,3105247-3106394
gi|2050160876|gb|CP076372.1| Plesiomonas shigelloides strain Colony13 chromosome,3406079,CP076372.1,Plesiomonas shigelloides,Plesiomonas,strain Colony13,,,1,0.00e+00,1150,1141,99.22%,3,6-1154,3348373-3349520
gi|2050160876|gb|CP076372.1| Plesiomonas shigelloides strain Colony13 chromosome,3406079,CP076372.1,Plesiomonas shigelloides,Plesiomonas,strain Colony13,,,1,0.00e+00,1150,1140,99.13%,3,6-1154,2140681-2141828
gi|2050160876|gb|CP076372.1| Plesiomonas shigelloides strain Colony13 chromosome,3406079,CP076372.1,Plesiomonas shigelloides,Plesiomonas,strain Colony13,,,1,0.00e+00,1150,1133,98.52%,3,6-1154,535237-534090
gi|2050160876|gb|CP076372.1| Plesiomonas shigelloides strain Colony13 chromosome,3406079,CP076372.1,Plesiomonas shigelloides,Plesiomonas,strain Colony13,,,1,0.00e+00,679,675,99.41%,2,476-1154,3088488-3089164
gi|2050160876|gb|CP076372.1| Plesiomonas shigelloides strain Colony13 chromosome,3406079,CP076372.1,Plesiomonas shigelloides,Plesiomonas,strain Colony13,,,1,0.00e+00,679,673,99.12%,2,476-1154,658069-657393
gi|2050160876|gb|CP076372.1| Plesiomonas shigelloides strain Colony13 chromosome,3406079,CP076372.1,Plesiomonas shigelloides,Plesiomonas,strain Colony13,,,1,0.00e+00,679,660,97.20%,2,476-1154,2695068-2695744
gi|2050160876|gb|CP076372.1| Plesiomonas shigelloides strain Colony13 chromosome,3406079,CP076372.1,Plesiomonas shigelloides,Plesiomonas,strain Colony13,,,1,0.00e+00,432,431,99.77%,1,6-436,658540-658109
gi|2050160876|gb|CP076372.1| Plesiomonas shigelloides strain Colony13 chromosome,3406079,CP076372.1,Plesiomonas shigelloides,Plesiomonas,strain Colony13,,,1,0.00e+00,432,431,99.77%,1,6-436,2694597-2695028
gi|2050160876|gb|CP076372.1| Plesiomonas shigelloides strain Colony13 chromosome,3406079,CP076372.1,Plesiomonas shigelloides,Plesiomonas,strain Colony13,,,1,0.00e+00,432,431,99.77%,1,6-436,3088017-3088448
"gi|1037176310|emb|LT575468.1| Plesiomonas shigelloides strain NCTC10360 genome assembly, chromosome: 1",3405979,LT575468.1,Plesiomonas shigelloides,Plesiomonas,strain NCTC10360,,,1,0.00e+00,1150,1144,99.48%,3,6-1154,535237-534090
"gi|1037176310|emb|LT575468.1| Plesiomonas shigelloides strain NCTC10360 genome assembly, chromosome: 1",3405979,LT575468.1,Plesiomonas shigelloides,Plesiomonas,strain NCTC10360,,,1,0.00e+00,1150,1144,99.48%,3,6-1154,3077209-3078356
"gi|1037176310|emb|LT575468.1| Plesiomonas shigelloides strain NCTC10360 genome assembly, chromosome: 1",3405979,LT575468.1,Plesiomonas shigelloides,Plesiomonas,strain NCTC10360,,,1,0.00e+00,1150,1144,99.48%,3,6-1154,3088017-3089164
"gi|1037176310|emb|LT575468.1| Plesiomonas shigelloides strain NCTC10360 genome assembly, chromosome: 1",3405979,LT575468.1,Plesiomonas shigelloides,Plesiomonas,strain NCTC10360,,,1,0.00e+00,1150,1144,99.48%,3,6-1154,3306293-3307440
"gi|1037176310|emb|LT575468.1| Plesiomonas shigelloides strain NCTC10360 genome assembly, chromosome: 1",3405979,LT575468.1,Plesiomonas shigelloides,Plesiomonas,strain NCTC10360,,,1,0.00e+00,1150,1142,99.30%,3,6-1154,333707-332560
"gi|1037176310|emb|LT575468.1| Plesiomonas shigelloides strain NCTC10360 genome assembly, chromosome: 1",3405979,LT575468.1,Plesiomonas shigelloides,Plesiomonas,strain NCTC10360,,,1,0.00e+00,1150,1142,99.30%,3,6-1154,658540-657393
"gi|1037176310|emb|LT575468.1| Plesiomonas shigelloides strain NCTC10360 genome assembly, chromosome: 1",3405979,LT575468.1,Plesiomonas shigelloides,Plesiomonas,strain NCTC10360,,,1,0.00e+00,1150,1142,99.30%,3,6-1154,3287287-3288434
"gi|1037176310|emb|LT575468.1| Plesiomonas shigelloides strain NCTC10360 genome assembly, chromosome: 1",3405979,LT575468.1,Plesiomonas shigelloides,Plesiomonas,strain NCTC10360,,,1,0.00e+00,1150,1141,99.22%,3,6-1154,2694597-2695744
"gi|1037176310|emb|LT575468.1| Plesiomonas shigelloides strain NCTC10360 genome assembly, chromosome: 1",3405979,LT575468.1,Plesiomonas shigelloides,Plesiomonas,strain NCTC10360,,,1,0.00e+00,1150,1141,99.22%,3,6-1154,3105247-3106394
"gi|1037176310|emb|LT575468.1| Plesiomonas shigelloides strain NCTC10360 genome assembly, chromosome: 1",3405979,LT575468.1,Plesiomonas shigelloides,Plesiomonas,strain NCTC10360,,,1,0.00e+00,1150,1141,99.22%,3,6-1154,3348373-3349520
"gi|1037176310|emb|LT575468.1| Plesiomonas shigelloides strain NCTC10360 genome assembly, chromosome: 1",3405979,LT575468.1,Plesiomonas shigelloides,Plesiomonas,strain NCTC10360,,,1,0.00e+00,1150,1140,99.13%,3,6-1154,2140681-2141828
gi|1829991817|gb|CP050969.1| Plesiomonas shigelloides strain FDAARGOS_725 chromosome,3827531,CP050969.1,Plesiomonas shigelloides,Plesiomonas,strain FDAARGOS_725,,,1,0.00e+00,1150,1144,99.48%,3,6-1154,1771586-1772733
gi|1829991817|gb|CP050969.1| Plesiomonas shigelloides strain FDAARGOS_725 chromosome,3827531,CP050969.1,Plesiomonas shigelloides,Plesiomonas,strain FDAARGOS_725,,,1,0.00e+00,1150,1142,99.30%,3,6-1154,617273-618420
gi|1829991817|gb|CP050969.1| Plesiomonas shigelloides strain FDAARGOS_725 chromosome,3827531,CP050969.1,Plesiomonas shigelloides,Plesiomonas,strain FDAARGOS_725,,,1,0.00e+00,1150,1142,99.30%,3,6-1154,1197154-1198301
gi|1829991817|gb|CP050969.1| Plesiomonas shigelloides strain FDAARGOS_725 chromosome,3827531,CP050969.1,Plesiomonas shigelloides,Plesiomonas,strain FDAARGOS_725,,,1,0.00e+00,1150,1142,99.30%,3,6-1154,1573328-1574475
gi|1829991817|gb|CP050969.1| Plesiomonas shigelloides strain FDAARGOS_725 chromosome,3827531,CP050969.1,Plesiomonas shigelloides,Plesiomonas,strain FDAARGOS_725,,,1,0.00e+00,1150,1142,99.30%,3,6-1154,1590557-1591704
gi|1829991817|gb|CP050969.1| Plesiomonas shigelloides strain FDAARGOS_725 chromosome,3827531,CP050969.1,Plesiomonas shigelloides,Plesiomonas,strain FDAARGOS_725,,,1,0.00e+00,1150,1142,99.30%,3,6-1154,1777222-1778369
gi|1829991817|gb|CP050969.1| Plesiomonas shigelloides strain FDAARGOS_725 chromosome,3827531,CP050969.1,Plesiomonas shigelloides,Plesiomonas,strain FDAARGOS_725,,,1,0.00e+00,1150,1142,99.30%,3,6-1154,1838298-1839445
gi|1829991817|gb|CP050969.1| Plesiomonas shigelloides strain FDAARGOS_725 chromosome,3827531,CP050969.1,Plesiomonas shigelloides,Plesiomonas,strain FDAARGOS_725,,,1,0.00e+00,1150,1142,99.30%,3,6-1154,2199695-2198548
gi|1829991817|gb|CP050969.1| Plesiomonas shigelloides strain FDAARGOS_725 chromosome,3827531,CP050969.1,Plesiomonas shigelloides,Plesiomonas,strain FDAARGOS_725,,,1,0.00e+00,1150,1142,99.30%,3,6-1154,2210610-2209463
gi|1829991817|gb|CP050969.1| Plesiomonas shigelloides strain FDAARGOS_725 chromosome,3827531,CP050969.1,Plesiomonas shigelloides,Plesiomonas,strain FDAARGOS_725,,,1,0.00e+00,1150,1142,99.30%,3,6-1154,2411778-2410631
gi|1829991817|gb|CP050969.1| Plesiomonas shigelloides strain FDAARGOS_725 chromosome,3827531,CP050969.1,Plesiomonas shigelloides,Plesiomonas,strain FDAARGOS_725,,,1,0.00e+00,1150,1142,99.30%,3,6-1154,2598656-2597509
gi|1829991817|gb|CP050969.1| Plesiomonas shigelloides strain FDAARGOS_725 chromosome,3827531,CP050969.1,Plesiomonas shigelloides,Plesiomonas,strain FDAARGOS_725,,,1,0.00e+00,1150,1142,99.30%,3,6-1154,3629683-3630830
gi|1829991817|gb|CP050969.1| Plesiomonas shigelloides strain FDAARGOS_725 chromosome,3827531,CP050969.1,Plesiomonas shigelloides,Plesiomonas,strain FDAARGOS_725,,,1,0.00e+00,1150,1141,99.22%,3,6-1154,1796209-1797356
"gi|309953353|gb|HM778568.1| Uncultured bacterium clone JFR0501_aaa08b05 16S ribosomal RNA gene, partial sequence",1452,HM778568.1,Uncultured bacterium,Uncultured,clone JFR0501_aaa08b05,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1150,1144,99.48%,3,6-1154,1444-297
"gi|110184377|gb|DQ814511.1| Uncultured bacterium clone aaa30b07 16S ribosomal RNA gene, partial sequence",1451,DQ814511.1,Uncultured bacterium,Uncultured,clone aaa30b07,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1150,1144,99.48%,3,6-1154,1444-297
gi|2050142930|gb|CP076371.1| Plesiomonas shigelloides strain Colony20 chromosome,3406079,CP076371.1,Plesiomonas shigelloides,Plesiomonas,strain Colony20,,,1,0.00e+00,1150,1144,99.48%,3,6-1154,535237-534090
gi|2050142930|gb|CP076371.1| Plesiomonas shigelloides strain Colony20 chromosome,3406079,CP076371.1,Plesiomonas shigelloides,Plesiomonas,strain Colony20,,,1,0.00e+00,1150,1144,99.48%,3,6-1154,3077209-3078356
gi|2050142930|gb|CP076371.1| Plesiomonas shigelloides strain Colony20 chromosome,3406079,CP076371.1,Plesiomonas shigelloides,Plesiomonas,strain Colony20,,,1,0.00e+00,1150,1144,99.48%,3,6-1154,3088017-3089164
gi|2050142930|gb|CP076371.1| Plesiomonas shigelloides strain Colony20 chromosome,3406079,CP076371.1,Plesiomonas shigelloides,Plesiomonas,strain Colony20,,,1,0.00e+00,1150,1144,99.48%,3,6-1154,3306293-3307440
gi|2050142930|gb|CP076371.1| Plesiomonas shigelloides strain Colony20 chromosome,3406079,CP076371.1,Plesiomonas shigelloides,Plesiomonas,strain Colony20,,,1,0.00e+00,1150,1142,99.30%,3,6-1154,333707-332560
gi|2050142930|gb|CP076371.1| Plesiomonas shigelloides strain Colony20 chromosome,3406079,CP076371.1,Plesiomonas shigelloides,Plesiomonas,strain Colony20,,,1,0.00e+00,1150,1142,99.30%,3,6-1154,658540-657393
gi|2050142930|gb|CP076371.1| Plesiomonas shigelloides strain Colony20 chromosome,3406079,CP076371.1,Plesiomonas shigelloides,Plesiomonas,strain Colony20,,,1,0.00e+00,1150,1142,99.30%,3,6-1154,3287287-3288434
gi|2050142930|gb|CP076371.1| Plesiomonas shigelloides strain Colony20 chromosome,3406079,CP076371.1,Plesiomonas shigelloides,Plesiomonas,strain Colony20,,,1,0.00e+00,1150,1141,99.22%,3,6-1154,3105247-3106394
gi|2050142930|gb|CP076371.1| Plesiomonas shigelloides strain Colony20 chromosome,3406079,CP076371.1,Plesiomonas shigelloides,Plesiomonas,strain Colony20,,,1,0.00e+00,1150,1141,99.22%,3,6-1154,3348373-3349520
gi|2050142930|gb|CP076371.1| Plesiomonas shigelloides strain Colony20 chromosome,3406079,CP076371.1,Plesiomonas shigelloides,Plesiomonas,strain Colony20,,,1,0.00e+00,1150,1141,99.22%,3,6-1154,2694597-2695744
gi|2050142930|gb|CP076371.1| Plesiomonas shigelloides strain Colony20 chromosome,3406079,CP076371.1,Plesiomonas shigelloides,Plesiomonas,strain Colony20,,,1,0.00e+00,1150,1140,99.13%,3,6-1154,2140681-2141828
"gi|209915771|gb|FJ375179.1| Plesiomonas shigelloides strain YCS0701 16S ribosomal RNA gene, partial sequence",1435,FJ375179.1,Plesiomonas shigelloides,Plesiomonas,strain YCS0701,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1153,1146,99.39%,4,3-1154,1435-286
"gi|2625428322|gb|OR889325.1| Plesiomonas shigelloides strain A3GWS2-22(1)-E1 16S ribosomal RNA gene, partial sequence",1410,OR889325.1,Plesiomonas shigelloides,Plesiomonas,strain A3GWS2-22,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1145,1140,99.56%,2,10-1154,1410-268
"gi|2527741947|gb|OR195857.1| Plesiomonas shigelloides strain AG164 16S ribosomal RNA gene, partial sequence",1430,OR195857.1,Plesiomonas shigelloides,Plesiomonas,strain AG164,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1151,1144,99.39%,2,4-1154,1424-276
"gi|2527741908|gb|OR195832.1| Plesiomonas shigelloides strain AG58 16S ribosomal RNA gene, partial sequence",1441,OR195832.1,Plesiomonas shigelloides,Plesiomonas,strain AG58,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1150,1143,99.39%,2,5-1154,1434-287
"gi|2202009148|gb|OM883919.1| Plesiomonas shigelloides strain NJS1 16S ribosomal RNA gene, partial sequence",1442,OM883919.1,Plesiomonas shigelloides,Plesiomonas,strain NJS1,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1150,1143,99.39%,2,5-1154,1432-285
"gi|372461057|gb|JN571746.1| Plesiomonas shigelloides strain JT-0601 16S ribosomal RNA gene, partial sequence",1447,JN571746.1,Plesiomonas shigelloides,Plesiomonas,strain JT-0601,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1153,1145,99.31%,3,3-1154,1440-290
"gi|339282785|gb|JN033047.1| Uncultured bacterium clone 3-42013 16S ribosomal RNA gene, partial sequence",1462,JN033047.1,Uncultured bacterium,Uncultured,clone 3-42013,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1150,1143,99.39%,3,6-1154,1444-297
