标题,长度,访问号,物种,属名,菌株,基因类型,序列类型,高得分片段对(HSPs),E值,比对长度,相同碱基数,相似度,缺口数,查询起始-结束,命中起始-结束
"gi|2096141166|gb|OK178041.1| Pseudomonas sp. strain B21 16S ribosomal RNA gene, partial sequence",1433,OK178041.1,Pseudomonas sp,Pseudomonas,strain B21,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1068,1067,99.91%,0,4-1071,1428-361
"gi|1735037000|gb|MN410676.1| Pseudomonas sp. strain BH1-31 16S ribosomal RNA gene, partial sequence",1452,MN410676.1,Pseudomonas sp,Pseudomonas,strain BH1-31,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1067,1066,99.91%,0,5-1071,1440-374
"gi|2978726926|gb|PV652585.1| Pseudomonas sp. strain w676-7 16S ribosomal RNA gene, partial sequence",1442,PV652585.1,Pseudomonas sp,Pseudomonas,strain w676-7,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1067,1066,99.91%,0,5-1071,1435-369
"gi|1870018653|gb|MT757944.1| Pseudomonas sp. strain ZM16 16S ribosomal RNA gene, partial sequence",1434,MT757944.1,Pseudomonas sp,Pseudomonas,strain ZM16,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1070,1068,99.81%,0,2-1071,1433-364
"gi|218683649|gb|FJ494693.1| Pseudomonas putida strain SY45 16S ribosomal RNA gene, partial sequence",1426,FJ494693.1,Pseudomonas putida,Pseudomonas,strain SY45,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1068,1066,99.81%,0,4-1071,1426-359
"gi|2221851824|gb|ON209673.1| Pseudomonas taiwanensis strain KM31 16S ribosomal RNA gene, partial sequence",1445,ON209673.1,Pseudomonas taiwanensis,Pseudomonas,strain KM31,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1066,1065,99.91%,0,6-1071,1436-371
"gi|1622984331|gb|MK824529.1| Bacterium strain BS1341 16S ribosomal RNA gene, partial sequence",1446,MK824529.1,Bacterium,Bacterium,strain BS1341,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1066,1065,99.91%,0,6-1071,1434-369
"gi|2418838655|gb|OQ151957.1| Pseudomonas putida strain A2Buk 16S ribosomal RNA gene, partial sequence",1378,OQ151957.1,Buk,Buk,strain A2Buk,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1070,1068,99.81%,1,4-1072,1371-302
"gi|1567426404|gb|MK491009.1| Pseudomonas sp. strain RGS3 16S ribosomal RNA gene, partial sequence",1230,MK491009.1,Pseudomonas sp,Pseudomonas,strain RGS3,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1066,1065,99.91%,0,4-1069,1230-165
"gi|2532457875|gb|OR241336.1| Pseudomonas sp. strain SH-4 16S ribosomal RNA gene, partial sequence",1430,OR241336.1,Pseudomonas sp,Pseudomonas,strain SH-4,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1069,1067,99.81%,0,3-1071,1430-362
