标题,长度,访问号,物种,属名,菌株,基因类型,序列类型,高得分片段对(HSPs),E值,比对长度,相同碱基数,相似度,缺口数,查询起始-结束,命中起始-结束
"gi|2620084747|gb|CP138197.1| Aeromonas hydrophila strain F7 chromosome, complete genome",4067721,CP138197.1,Aeromonas hydrophila,Aeromonas,strain F7,,complete genome,1,0.00e+00,1106,1098,99.28%,1,41-1146,3018029-3019133
"gi|958617326|gb|CP013178.1| Aeromonas hydrophila strain JBN2301 chromosome, complete genome",5127362,CP013178.1,Aeromonas hydrophila,Aeromonas,strain JBN2301,,complete genome,1,0.00e+00,1140,1134,99.47%,2,8-1146,86880-85742
"gi|958617326|gb|CP013178.1| Aeromonas hydrophila strain JBN2301 chromosome, complete genome",5127362,CP013178.1,Aeromonas hydrophila,Aeromonas,strain JBN2301,,complete genome,1,0.00e+00,1140,1134,99.47%,2,8-1146,426135-424997
"gi|958617326|gb|CP013178.1| Aeromonas hydrophila strain JBN2301 chromosome, complete genome",5127362,CP013178.1,Aeromonas hydrophila,Aeromonas,strain JBN2301,,complete genome,1,0.00e+00,1140,1134,99.47%,2,8-1146,858300-857162
"gi|958617326|gb|CP013178.1| Aeromonas hydrophila strain JBN2301 chromosome, complete genome",5127362,CP013178.1,Aeromonas hydrophila,Aeromonas,strain JBN2301,,complete genome,1,0.00e+00,1140,1134,99.47%,2,8-1146,4215611-4216749
"gi|958617326|gb|CP013178.1| Aeromonas hydrophila strain JBN2301 chromosome, complete genome",5127362,CP013178.1,Aeromonas hydrophila,Aeromonas,strain JBN2301,,complete genome,1,0.00e+00,1140,1134,99.47%,2,8-1146,4823084-4824222
"gi|958617326|gb|CP013178.1| Aeromonas hydrophila strain JBN2301 chromosome, complete genome",5127362,CP013178.1,Aeromonas hydrophila,Aeromonas,strain JBN2301,,complete genome,1,0.00e+00,1140,1134,99.47%,2,8-1146,4954472-4955610
"gi|958617326|gb|CP013178.1| Aeromonas hydrophila strain JBN2301 chromosome, complete genome",5127362,CP013178.1,Aeromonas hydrophila,Aeromonas,strain JBN2301,,complete genome,1,0.00e+00,1140,1134,99.47%,2,8-1146,5006057-5007195
"gi|958617326|gb|CP013178.1| Aeromonas hydrophila strain JBN2301 chromosome, complete genome",5127362,CP013178.1,Aeromonas hydrophila,Aeromonas,strain JBN2301,,complete genome,1,0.00e+00,1140,1134,99.47%,2,8-1146,5084120-5085258
"gi|958617326|gb|CP013178.1| Aeromonas hydrophila strain JBN2301 chromosome, complete genome",5127362,CP013178.1,Aeromonas hydrophila,Aeromonas,strain JBN2301,,complete genome,1,0.00e+00,1140,1131,99.21%,2,8-1146,4347216-4348354
"gi|958617326|gb|CP013178.1| Aeromonas hydrophila strain JBN2301 chromosome, complete genome",5127362,CP013178.1,Aeromonas hydrophila,Aeromonas,strain JBN2301,,complete genome,1,0.00e+00,1140,1129,99.04%,2,8-1146,342110-340972
"gi|827370414|gb|CP006870.1| Aeromonas hydrophila NJ-35, complete genome",5279644,CP006870.1,Aeromonas hydrophila,Aeromonas,,,complete genome,1,0.00e+00,1140,1134,99.47%,2,8-1146,86880-85742
"gi|827370414|gb|CP006870.1| Aeromonas hydrophila NJ-35, complete genome",5279644,CP006870.1,Aeromonas hydrophila,Aeromonas,,,complete genome,1,0.00e+00,1140,1134,99.47%,2,8-1146,298278-297140
"gi|827370414|gb|CP006870.1| Aeromonas hydrophila NJ-35, complete genome",5279644,CP006870.1,Aeromonas hydrophila,Aeromonas,,,complete genome,1,0.00e+00,1140,1134,99.47%,2,8-1146,382328-381190
"gi|827370414|gb|CP006870.1| Aeromonas hydrophila NJ-35, complete genome",5279644,CP006870.1,Aeromonas hydrophila,Aeromonas,,,complete genome,1,0.00e+00,1140,1134,99.47%,2,8-1146,813070-811932
"gi|827370414|gb|CP006870.1| Aeromonas hydrophila NJ-35, complete genome",5279644,CP006870.1,Aeromonas hydrophila,Aeromonas,,,complete genome,1,0.00e+00,1140,1134,99.47%,2,8-1146,4213373-4214511
"gi|827370414|gb|CP006870.1| Aeromonas hydrophila NJ-35, complete genome",5279644,CP006870.1,Aeromonas hydrophila,Aeromonas,,,complete genome,1,0.00e+00,1140,1134,99.47%,2,8-1146,4345014-4346152
"gi|827370414|gb|CP006870.1| Aeromonas hydrophila NJ-35, complete genome",5279644,CP006870.1,Aeromonas hydrophila,Aeromonas,,,complete genome,1,0.00e+00,1140,1134,99.47%,2,8-1146,4952447-4953585
"gi|827370414|gb|CP006870.1| Aeromonas hydrophila NJ-35, complete genome",5279644,CP006870.1,Aeromonas hydrophila,Aeromonas,,,complete genome,1,0.00e+00,1140,1134,99.47%,2,8-1146,5004032-5005170
"gi|827370414|gb|CP006870.1| Aeromonas hydrophila NJ-35, complete genome",5279644,CP006870.1,Aeromonas hydrophila,Aeromonas,,,complete genome,1,0.00e+00,1140,1134,99.47%,2,8-1146,5082096-5083234
"gi|827370414|gb|CP006870.1| Aeromonas hydrophila NJ-35, complete genome",5279644,CP006870.1,Aeromonas hydrophila,Aeromonas,,,complete genome,1,0.00e+00,1140,1133,99.39%,2,8-1146,4820968-4822106
"gi|2257659208|gb|CP084581.1| Aeromonas hydrophila strain Ah27 chromosome, complete genome",5102912,CP084581.1,Aeromonas hydrophila,Aeromonas,strain Ah27,,complete genome,1,0.00e+00,1140,1134,99.47%,2,8-1146,3340215-3341353
"gi|2257659208|gb|CP084581.1| Aeromonas hydrophila strain Ah27 chromosome, complete genome",5102912,CP084581.1,Aeromonas hydrophila,Aeromonas,strain Ah27,,complete genome,1,0.00e+00,1140,1134,99.47%,2,8-1146,3947665-3948803
"gi|2257659208|gb|CP084581.1| Aeromonas hydrophila strain Ah27 chromosome, complete genome",5102912,CP084581.1,Aeromonas hydrophila,Aeromonas,strain Ah27,,complete genome,1,0.00e+00,1140,1134,99.47%,2,8-1146,4079069-4080207
"gi|2257659208|gb|CP084581.1| Aeromonas hydrophila strain Ah27 chromosome, complete genome",5102912,CP084581.1,Aeromonas hydrophila,Aeromonas,strain Ah27,,complete genome,1,0.00e+00,1140,1134,99.47%,2,8-1146,4130654-4131792
"gi|2257659208|gb|CP084581.1| Aeromonas hydrophila strain Ah27 chromosome, complete genome",5102912,CP084581.1,Aeromonas hydrophila,Aeromonas,strain Ah27,,complete genome,1,0.00e+00,1140,1134,99.47%,2,8-1146,4208717-4209855
"gi|2257659208|gb|CP084581.1| Aeromonas hydrophila strain Ah27 chromosome, complete genome",5102912,CP084581.1,Aeromonas hydrophila,Aeromonas,strain Ah27,,complete genome,1,0.00e+00,1140,1134,99.47%,2,8-1146,4338839-4337701
"gi|2257659208|gb|CP084581.1| Aeromonas hydrophila strain Ah27 chromosome, complete genome",5102912,CP084581.1,Aeromonas hydrophila,Aeromonas,strain Ah27,,complete genome,1,0.00e+00,1140,1134,99.47%,2,8-1146,4550257-4549119
"gi|2257659208|gb|CP084581.1| Aeromonas hydrophila strain Ah27 chromosome, complete genome",5102912,CP084581.1,Aeromonas hydrophila,Aeromonas,strain Ah27,,complete genome,1,0.00e+00,1140,1134,99.47%,2,8-1146,4634282-4633144
"gi|2257659208|gb|CP084581.1| Aeromonas hydrophila strain Ah27 chromosome, complete genome",5102912,CP084581.1,Aeromonas hydrophila,Aeromonas,strain Ah27,,complete genome,1,0.00e+00,1140,1133,99.39%,2,8-1146,5065714-5064576
"gi|2257659208|gb|CP084581.1| Aeromonas hydrophila strain Ah27 chromosome, complete genome",5102912,CP084581.1,Aeromonas hydrophila,Aeromonas,strain Ah27,,complete genome,1,0.00e+00,1140,1131,99.21%,2,8-1146,3471820-3472958
"gi|1822677202|gb|CP050012.1| Aeromonas hydrophila strain LHW39 chromosome, complete genome",5099855,CP050012.1,Aeromonas hydrophila,Aeromonas,strain LHW39,,complete genome,1,0.00e+00,1140,1134,99.47%,2,8-1146,128544-127406
"gi|1822677202|gb|CP050012.1| Aeromonas hydrophila strain LHW39 chromosome, complete genome",5099855,CP050012.1,Aeromonas hydrophila,Aeromonas,strain LHW39,,complete genome,1,0.00e+00,1140,1134,99.47%,2,8-1146,383774-382636
"gi|1822677202|gb|CP050012.1| Aeromonas hydrophila strain LHW39 chromosome, complete genome",5099855,CP050012.1,Aeromonas hydrophila,Aeromonas,strain LHW39,,complete genome,1,0.00e+00,1140,1134,99.47%,2,8-1146,467799-466661
"gi|1822677202|gb|CP050012.1| Aeromonas hydrophila strain LHW39 chromosome, complete genome",5099855,CP050012.1,Aeromonas hydrophila,Aeromonas,strain LHW39,,complete genome,1,0.00e+00,1140,1134,99.47%,2,8-1146,899028-897890
"gi|1822677202|gb|CP050012.1| Aeromonas hydrophila strain LHW39 chromosome, complete genome",5099855,CP050012.1,Aeromonas hydrophila,Aeromonas,strain LHW39,,complete genome,1,0.00e+00,1140,1134,99.47%,2,8-1146,4218460-4219598
"gi|1822677202|gb|CP050012.1| Aeromonas hydrophila strain LHW39 chromosome, complete genome",5099855,CP050012.1,Aeromonas hydrophila,Aeromonas,strain LHW39,,complete genome,1,0.00e+00,1140,1134,99.47%,2,8-1146,4350065-4351203
"gi|1822677202|gb|CP050012.1| Aeromonas hydrophila strain LHW39 chromosome, complete genome",5099855,CP050012.1,Aeromonas hydrophila,Aeromonas,strain LHW39,,complete genome,1,0.00e+00,1140,1134,99.47%,2,8-1146,4825990-4827128
"gi|1822677202|gb|CP050012.1| Aeromonas hydrophila strain LHW39 chromosome, complete genome",5099855,CP050012.1,Aeromonas hydrophila,Aeromonas,strain LHW39,,complete genome,1,0.00e+00,1140,1134,99.47%,2,8-1146,4957414-4958552
"gi|1822677202|gb|CP050012.1| Aeromonas hydrophila strain LHW39 chromosome, complete genome",5099855,CP050012.1,Aeromonas hydrophila,Aeromonas,strain LHW39,,complete genome,1,0.00e+00,1140,1134,99.47%,2,8-1146,5008999-5010137
"gi|1822677202|gb|CP050012.1| Aeromonas hydrophila strain LHW39 chromosome, complete genome",5099855,CP050012.1,Aeromonas hydrophila,Aeromonas,strain LHW39,,complete genome,1,0.00e+00,1140,1134,99.47%,2,8-1146,5098277-5099415
"gi|975025465|gb|CP013965.1| Aeromonas hydrophila strain D4 chromosome, complete genome",5100520,CP013965.1,Aeromonas hydrophila,Aeromonas,strain D4,,complete genome,1,0.00e+00,1140,1134,99.47%,2,8-1146,86880-85742
"gi|975025465|gb|CP013965.1| Aeromonas hydrophila strain D4 chromosome, complete genome",5100520,CP013965.1,Aeromonas hydrophila,Aeromonas,strain D4,,complete genome,1,0.00e+00,1140,1134,99.47%,2,8-1146,342110-340972
"gi|975025465|gb|CP013965.1| Aeromonas hydrophila strain D4 chromosome, complete genome",5100520,CP013965.1,Aeromonas hydrophila,Aeromonas,strain D4,,complete genome,1,0.00e+00,1140,1134,99.47%,2,8-1146,426135-424997
"gi|975025465|gb|CP013965.1| Aeromonas hydrophila strain D4 chromosome, complete genome",5100520,CP013965.1,Aeromonas hydrophila,Aeromonas,strain D4,,complete genome,1,0.00e+00,1140,1134,99.47%,2,8-1146,857685-856547
"gi|975025465|gb|CP013965.1| Aeromonas hydrophila strain D4 chromosome, complete genome",5100520,CP013965.1,Aeromonas hydrophila,Aeromonas,strain D4,,complete genome,1,0.00e+00,1140,1134,99.47%,2,8-1146,4177312-4178450
"gi|975025465|gb|CP013965.1| Aeromonas hydrophila strain D4 chromosome, complete genome",5100520,CP013965.1,Aeromonas hydrophila,Aeromonas,strain D4,,complete genome,1,0.00e+00,1140,1134,99.47%,2,8-1146,4308917-4310055
"gi|975025465|gb|CP013965.1| Aeromonas hydrophila strain D4 chromosome, complete genome",5100520,CP013965.1,Aeromonas hydrophila,Aeromonas,strain D4,,complete genome,1,0.00e+00,1140,1134,99.47%,2,8-1146,4784898-4786036
"gi|975025465|gb|CP013965.1| Aeromonas hydrophila strain D4 chromosome, complete genome",5100520,CP013965.1,Aeromonas hydrophila,Aeromonas,strain D4,,complete genome,1,0.00e+00,1140,1134,99.47%,2,8-1146,4916358-4917496
"gi|975025465|gb|CP013965.1| Aeromonas hydrophila strain D4 chromosome, complete genome",5100520,CP013965.1,Aeromonas hydrophila,Aeromonas,strain D4,,complete genome,1,0.00e+00,1140,1134,99.47%,2,8-1146,4967943-4969081
"gi|975025465|gb|CP013965.1| Aeromonas hydrophila strain D4 chromosome, complete genome",5100520,CP013965.1,Aeromonas hydrophila,Aeromonas,strain D4,,complete genome,1,0.00e+00,1140,1134,99.47%,2,8-1146,5057278-5058416
"gi|748231934|gb|CP006883.1| Aeromonas hydrophila J-1, complete genome",5000814,CP006883.1,Aeromonas hydrophila,Aeromonas,,,complete genome,1,0.00e+00,1140,1134,99.47%,2,8-1146,86881-85743
"gi|748231934|gb|CP006883.1| Aeromonas hydrophila J-1, complete genome",5000814,CP006883.1,Aeromonas hydrophila,Aeromonas,,,complete genome,1,0.00e+00,1140,1134,99.47%,2,8-1146,298261-297123
"gi|748231934|gb|CP006883.1| Aeromonas hydrophila J-1, complete genome",5000814,CP006883.1,Aeromonas hydrophila,Aeromonas,,,complete genome,1,0.00e+00,1140,1134,99.47%,2,8-1146,382286-381148
"gi|748231934|gb|CP006883.1| Aeromonas hydrophila J-1, complete genome",5000814,CP006883.1,Aeromonas hydrophila,Aeromonas,,,complete genome,1,0.00e+00,1140,1134,99.47%,2,8-1146,813302-812164
"gi|748231934|gb|CP006883.1| Aeromonas hydrophila J-1, complete genome",5000814,CP006883.1,Aeromonas hydrophila,Aeromonas,,,complete genome,1,0.00e+00,1140,1134,99.47%,2,8-1146,4089164-4090302
"gi|748231934|gb|CP006883.1| Aeromonas hydrophila J-1, complete genome",5000814,CP006883.1,Aeromonas hydrophila,Aeromonas,,,complete genome,1,0.00e+00,1140,1134,99.47%,2,8-1146,4696487-4697625
"gi|748231934|gb|CP006883.1| Aeromonas hydrophila J-1, complete genome",5000814,CP006883.1,Aeromonas hydrophila,Aeromonas,,,complete genome,1,0.00e+00,1140,1134,99.47%,2,8-1146,4828003-4829141
"gi|748231934|gb|CP006883.1| Aeromonas hydrophila J-1, complete genome",5000814,CP006883.1,Aeromonas hydrophila,Aeromonas,,,complete genome,1,0.00e+00,1140,1134,99.47%,2,8-1146,4879547-4880685
"gi|748231934|gb|CP006883.1| Aeromonas hydrophila J-1, complete genome",5000814,CP006883.1,Aeromonas hydrophila,Aeromonas,,,complete genome,1,0.00e+00,1140,1134,99.47%,2,8-1146,4957571-4958709
"gi|748231934|gb|CP006883.1| Aeromonas hydrophila J-1, complete genome",5000814,CP006883.1,Aeromonas hydrophila,Aeromonas,,,complete genome,1,0.00e+00,1141,1134,99.39%,3,8-1146,4220733-4221872
"gi|1043229312|gb|CP016392.1| Aeromonas hydrophila strain GYK1 chromosome, complete genome",4951765,CP016392.1,Aeromonas hydrophila,Aeromonas,strain GYK1,,complete genome,1,0.00e+00,1140,1134,99.47%,2,8-1146,103330-102192
"gi|1043229312|gb|CP016392.1| Aeromonas hydrophila strain GYK1 chromosome, complete genome",4951765,CP016392.1,Aeromonas hydrophila,Aeromonas,strain GYK1,,complete genome,1,0.00e+00,1140,1134,99.47%,2,8-1146,314775-313637
"gi|1043229312|gb|CP016392.1| Aeromonas hydrophila strain GYK1 chromosome, complete genome",4951765,CP016392.1,Aeromonas hydrophila,Aeromonas,strain GYK1,,complete genome,1,0.00e+00,1140,1134,99.47%,2,8-1146,398826-397688
"gi|1043229312|gb|CP016392.1| Aeromonas hydrophila strain GYK1 chromosome, complete genome",4951765,CP016392.1,Aeromonas hydrophila,Aeromonas,strain GYK1,,complete genome,1,0.00e+00,1140,1134,99.47%,2,8-1146,829982-828844
"gi|1043229312|gb|CP016392.1| Aeromonas hydrophila strain GYK1 chromosome, complete genome",4951765,CP016392.1,Aeromonas hydrophila,Aeromonas,strain GYK1,,complete genome,1,0.00e+00,1140,1134,99.47%,2,8-1146,4039943-4041081
"gi|1043229312|gb|CP016392.1| Aeromonas hydrophila strain GYK1 chromosome, complete genome",4951765,CP016392.1,Aeromonas hydrophila,Aeromonas,strain GYK1,,complete genome,1,0.00e+00,1140,1134,99.47%,2,8-1146,4171542-4172680
"gi|1043229312|gb|CP016392.1| Aeromonas hydrophila strain GYK1 chromosome, complete genome",4951765,CP016392.1,Aeromonas hydrophila,Aeromonas,strain GYK1,,complete genome,1,0.00e+00,1140,1134,99.47%,2,8-1146,4647422-4648560
"gi|1043229312|gb|CP016392.1| Aeromonas hydrophila strain GYK1 chromosome, complete genome",4951765,CP016392.1,Aeromonas hydrophila,Aeromonas,strain GYK1,,complete genome,1,0.00e+00,1140,1134,99.47%,2,8-1146,4778875-4780013
"gi|1043229312|gb|CP016392.1| Aeromonas hydrophila strain GYK1 chromosome, complete genome",4951765,CP016392.1,Aeromonas hydrophila,Aeromonas,strain GYK1,,complete genome,1,0.00e+00,1140,1134,99.47%,2,8-1146,4830460-4831598
"gi|1043229312|gb|CP016392.1| Aeromonas hydrophila strain GYK1 chromosome, complete genome",4951765,CP016392.1,Aeromonas hydrophila,Aeromonas,strain GYK1,,complete genome,1,0.00e+00,1140,1134,99.47%,2,8-1146,4908523-4909661
"gi|1473079100|gb|CP016989.1| Aeromonas hydrophila strain ZYAH72 chromosome, complete genome",5159182,CP016989.1,Aeromonas hydrophila,Aeromonas,strain ZYAH72,,complete genome,1,0.00e+00,1140,1134,99.47%,2,8-1146,5037877-5039015
"gi|1473079100|gb|CP016989.1| Aeromonas hydrophila strain ZYAH72 chromosome, complete genome",5159182,CP016989.1,Aeromonas hydrophila,Aeromonas,strain ZYAH72,,complete genome,1,0.00e+00,1140,1134,99.47%,2,8-1146,5115940-5117078
"gi|1473079100|gb|CP016989.1| Aeromonas hydrophila strain ZYAH72 chromosome, complete genome",5159182,CP016989.1,Aeromonas hydrophila,Aeromonas,strain ZYAH72,,complete genome,1,0.00e+00,1140,1133,99.39%,2,8-1146,400313-399175
"gi|1473079100|gb|CP016989.1| Aeromonas hydrophila strain ZYAH72 chromosome, complete genome",5159182,CP016989.1,Aeromonas hydrophila,Aeromonas,strain ZYAH72,,complete genome,1,0.00e+00,1140,1133,99.39%,3,8-1146,4854864-4856001
"gi|1473079100|gb|CP016989.1| Aeromonas hydrophila strain ZYAH72 chromosome, complete genome",5159182,CP016989.1,Aeromonas hydrophila,Aeromonas,strain ZYAH72,,complete genome,1,0.00e+00,1140,1132,99.30%,3,8-1146,104873-103736
"gi|1473079100|gb|CP016989.1| Aeromonas hydrophila strain ZYAH72 chromosome, complete genome",5159182,CP016989.1,Aeromonas hydrophila,Aeromonas,strain ZYAH72,,complete genome,1,0.00e+00,1140,1132,99.30%,3,8-1146,866850-865713
"gi|1473079100|gb|CP016989.1| Aeromonas hydrophila strain ZYAH72 chromosome, complete genome",5159182,CP016989.1,Aeromonas hydrophila,Aeromonas,strain ZYAH72,,complete genome,1,0.00e+00,1140,1131,99.21%,2,8-1146,4247213-4248351
"gi|1473079100|gb|CP016989.1| Aeromonas hydrophila strain ZYAH72 chromosome, complete genome",5159182,CP016989.1,Aeromonas hydrophila,Aeromonas,strain ZYAH72,,complete genome,1,0.00e+00,1140,1131,99.21%,2,8-1146,4378817-4379955
"gi|1473079100|gb|CP016989.1| Aeromonas hydrophila strain ZYAH72 chromosome, complete genome",5159182,CP016989.1,Aeromonas hydrophila,Aeromonas,strain ZYAH72,,complete genome,1,0.00e+00,1140,1131,99.21%,2,8-1146,4986293-4987431
"gi|1473079100|gb|CP016989.1| Aeromonas hydrophila strain ZYAH72 chromosome, complete genome",5159182,CP016989.1,Aeromonas hydrophila,Aeromonas,strain ZYAH72,,complete genome,1,0.00e+00,1140,1129,99.04%,2,8-1146,316289-315151
"gi|1389527522|dbj|LC383907.1| Aeromonas sobria JCM 2366 gene for 16S ribosomal RNA, partial sequence",1467,LC383907.1,Aeromonas sobria,Aeromonas,,16S ribosomal RNA,partial sequence,1,0.00e+00,1140,1134,99.47%,2,8-1146,1446-308
