标题,长度,访问号,物种,属名,菌株,基因类型,序列类型,高得分片段对(HSPs),E值,比对长度,相同碱基数,相似度,缺口数,查询起始-结束,命中起始-结束
"gi|2744137510|gb|CP157870.1| Pseudomonas fulva strain OsEnb_ALM_C17 chromosome, complete genome",4798599,CP157870.1,Pseudomonas fulva,Pseudomonas,strain OsEnb_ALM_C17,,complete genome,1,0.00e+00,1173,1159,98.81%,3,7-1178,115348-114178
"gi|2744137510|gb|CP157870.1| Pseudomonas fulva strain OsEnb_ALM_C17 chromosome, complete genome",4798599,CP157870.1,Pseudomonas fulva,Pseudomonas,strain OsEnb_ALM_C17,,complete genome,1,0.00e+00,1173,1159,98.81%,3,7-1178,786864-785694
"gi|2744137510|gb|CP157870.1| Pseudomonas fulva strain OsEnb_ALM_C17 chromosome, complete genome",4798599,CP157870.1,Pseudomonas fulva,Pseudomonas,strain OsEnb_ALM_C17,,complete genome,1,0.00e+00,1173,1159,98.81%,3,7-1178,1180511-1179341
"gi|2744137510|gb|CP157870.1| Pseudomonas fulva strain OsEnb_ALM_C17 chromosome, complete genome",4798599,CP157870.1,Pseudomonas fulva,Pseudomonas,strain OsEnb_ALM_C17,,complete genome,1,0.00e+00,1173,1159,98.81%,3,7-1178,1779165-1777995
"gi|2744137510|gb|CP157870.1| Pseudomonas fulva strain OsEnb_ALM_C17 chromosome, complete genome",4798599,CP157870.1,Pseudomonas fulva,Pseudomonas,strain OsEnb_ALM_C17,,complete genome,1,0.00e+00,1170,1157,98.89%,3,7-1175,4300058-4301225
"gi|2744137510|gb|CP157870.1| Pseudomonas fulva strain OsEnb_ALM_C17 chromosome, complete genome",4798599,CP157870.1,Pseudomonas fulva,Pseudomonas,strain OsEnb_ALM_C17,,complete genome,1,0.00e+00,1170,1156,98.80%,3,7-1175,4135830-4136997
"gi|2941692144|gb|PV370687.1| Pseudomonas parafulva strain 119031ZE 16S ribosomal RNA gene, partial sequence",1439,PV370687.1,Pseudomonas parafulva,Pseudomonas,strain 119031ZE,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1173,1159,98.81%,3,7-1178,1415-245
"gi|1996225478|gb|MW686883.1| Pseudomonas parafulva strain R3-5 16S ribosomal RNA gene, partial sequence",1471,MW686883.1,Pseudomonas parafulva,Pseudomonas,strain R3-5,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1172,1158,98.81%,2,7-1178,1459-290
"gi|2579630539|gb|OR575162.1| Pseudomonas sp. strain nfd25 16S ribosomal RNA gene, partial sequence",1441,OR575162.1,Pseudomonas sp,Pseudomonas,strain nfd25,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1172,1158,98.81%,2,7-1178,1429-260
"gi|2702708876|gb|PP528618.1| Pseudomonas fulva strain FYH16 16S ribosomal RNA gene, partial sequence",1453,PP528618.1,Pseudomonas fulva,Pseudomonas,strain FYH16,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1172,1158,98.81%,2,7-1178,1435-266
"gi|2557490064|gb|CP130566.1| Pseudomonas fulva strain F8_7S_9B chromosome, complete genome",5276633,CP130566.1,Pseudomonas fulva,Pseudomonas,strain F8_7S_9B,,complete genome,1,0.00e+00,1173,1159,98.81%,3,7-1178,1212811-1211641
"gi|2557490064|gb|CP130566.1| Pseudomonas fulva strain F8_7S_9B chromosome, complete genome",5276633,CP130566.1,Pseudomonas fulva,Pseudomonas,strain F8_7S_9B,,complete genome,1,0.00e+00,1173,1159,98.81%,3,7-1178,1763003-1761833
"gi|2557490064|gb|CP130566.1| Pseudomonas fulva strain F8_7S_9B chromosome, complete genome",5276633,CP130566.1,Pseudomonas fulva,Pseudomonas,strain F8_7S_9B,,complete genome,1,0.00e+00,1170,1157,98.89%,3,7-1175,4392823-4393990
"gi|2557490064|gb|CP130566.1| Pseudomonas fulva strain F8_7S_9B chromosome, complete genome",5276633,CP130566.1,Pseudomonas fulva,Pseudomonas,strain F8_7S_9B,,complete genome,1,0.00e+00,1173,1159,98.81%,3,7-1178,5259393-5258223
"gi|2557490064|gb|CP130566.1| Pseudomonas fulva strain F8_7S_9B chromosome, complete genome",5276633,CP130566.1,Pseudomonas fulva,Pseudomonas,strain F8_7S_9B,,complete genome,1,0.00e+00,1173,1158,98.72%,3,7-1178,713721-712551
"gi|2557490064|gb|CP130566.1| Pseudomonas fulva strain F8_7S_9B chromosome, complete genome",5276633,CP130566.1,Pseudomonas fulva,Pseudomonas,strain F8_7S_9B,,complete genome,1,0.00e+00,1170,1156,98.80%,3,7-1175,4557077-4558244
"gi|2557490064|gb|CP130566.1| Pseudomonas fulva strain F8_7S_9B chromosome, complete genome",5276633,CP130566.1,Pseudomonas fulva,Pseudomonas,strain F8_7S_9B,,complete genome,1,0.00e+00,1173,1157,98.64%,3,7-1178,5253989-5252819
