标题,长度,访问号,物种,属名,菌株,基因类型,序列类型,高得分片段对(HSPs),E值,比对长度,相同碱基数,相似度,缺口数,查询起始-结束,命中起始-结束
"gi|1104476190|gb|CP017952.1| Streptococcus iniae strain 89353, complete genome",2098647,CP017952.1,Streptococcus iniae,Streptococcus,strain 89353,,complete genome,1,0.00e+00,1170,1164,99.49%,0,4-1173,33546-32377
"gi|1104476190|gb|CP017952.1| Streptococcus iniae strain 89353, complete genome",2098647,CP017952.1,Streptococcus iniae,Streptococcus,strain 89353,,complete genome,1,0.00e+00,1170,1164,99.49%,0,4-1173,381324-380155
"gi|1104476190|gb|CP017952.1| Streptococcus iniae strain 89353, complete genome",2098647,CP017952.1,Streptococcus iniae,Streptococcus,strain 89353,,complete genome,1,0.00e+00,1170,1164,99.49%,0,4-1173,433288-432119
"gi|1104476190|gb|CP017952.1| Streptococcus iniae strain 89353, complete genome",2098647,CP017952.1,Streptococcus iniae,Streptococcus,strain 89353,,complete genome,1,0.00e+00,1170,1164,99.49%,0,4-1173,1552772-1553941
"gi|1104476190|gb|CP017952.1| Streptococcus iniae strain 89353, complete genome",2098647,CP017952.1,Streptococcus iniae,Streptococcus,strain 89353,,complete genome,1,0.00e+00,1170,1158,98.97%,0,4-1173,89977-88808
"gi|1279182880|gb|CP024843.1| Streptococcus iniae strain FP5228 chromosome, complete genome",2090625,CP024843.1,Streptococcus iniae,Streptococcus,strain FP5228,,complete genome,1,0.00e+00,1170,1164,99.49%,0,4-1173,58562-59731
"gi|1279182880|gb|CP024843.1| Streptococcus iniae strain FP5228 chromosome, complete genome",2090625,CP024843.1,Streptococcus iniae,Streptococcus,strain FP5228,,complete genome,1,0.00e+00,1170,1164,99.49%,0,4-1173,605651-604482
"gi|1279182880|gb|CP024843.1| Streptococcus iniae strain FP5228 chromosome, complete genome",2090625,CP024843.1,Streptococcus iniae,Streptococcus,strain FP5228,,complete genome,1,0.00e+00,1170,1164,99.49%,0,4-1173,1034004-1032835
"gi|1279182880|gb|CP024843.1| Streptococcus iniae strain FP5228 chromosome, complete genome",2090625,CP024843.1,Streptococcus iniae,Streptococcus,strain FP5228,,complete genome,1,0.00e+00,1170,1163,99.40%,0,4-1173,982041-980872
"gi|1279182880|gb|CP024843.1| Streptococcus iniae strain FP5228 chromosome, complete genome",2090625,CP024843.1,Streptococcus iniae,Streptococcus,strain FP5228,,complete genome,1,0.00e+00,1170,1158,98.97%,0,4-1173,661096-659927
"gi|909995648|gb|KP729644.2| Streptococcus iniae strain TOS08 16S ribosomal RNA gene, partial sequence",1509,KP729644.2,Streptococcus iniae,Streptococcus,strain TOS08,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1170,1164,99.49%,0,4-1173,1467-298
"gi|1566193407|dbj|LC378579.1| Streptococcus iniae CU/KSC1 gene for 16S ribosomal RNA, partial sequence",1510,LC378579.1,Streptococcus iniae,Streptococcus,,16S ribosomal RNA,partial sequence,1,0.00e+00,1170,1164,99.49%,0,4-1173,1470-301
"gi|1481061157|gb|CP032401.1| Streptococcus iniae strain GX005 chromosome, complete genome",2095003,CP032401.1,Streptococcus iniae,Streptococcus,strain GX005,,complete genome,1,0.00e+00,1170,1164,99.49%,0,4-1173,609770-610939
"gi|1481061157|gb|CP032401.1| Streptococcus iniae strain GX005 chromosome, complete genome",2095003,CP032401.1,Streptococcus iniae,Streptococcus,strain GX005,,complete genome,1,0.00e+00,1170,1164,99.49%,0,4-1173,1179088-1177919
"gi|1481061157|gb|CP032401.1| Streptococcus iniae strain GX005 chromosome, complete genome",2095003,CP032401.1,Streptococcus iniae,Streptococcus,strain GX005,,complete genome,1,0.00e+00,1170,1164,99.49%,0,4-1173,1185186-1184017
"gi|1481061157|gb|CP032401.1| Streptococcus iniae strain GX005 chromosome, complete genome",2095003,CP032401.1,Streptococcus iniae,Streptococcus,strain GX005,,complete genome,1,0.00e+00,1170,1164,99.49%,0,4-1173,1532999-1531830
"gi|1481061157|gb|CP032401.1| Streptococcus iniae strain GX005 chromosome, complete genome",2095003,CP032401.1,Streptococcus iniae,Streptococcus,strain GX005,,complete genome,1,0.00e+00,1170,1164,99.49%,0,4-1173,1584963-1583794
"gi|1481061157|gb|CP032401.1| Streptococcus iniae strain GX005 chromosome, complete genome",2095003,CP032401.1,Streptococcus iniae,Streptococcus,strain GX005,,complete genome,1,0.00e+00,1170,1158,98.97%,0,4-1173,1241618-1240449
"gi|1216356827|gb|CP022392.1| Streptococcus iniae strain QMA0248, complete genome",2116570,CP022392.1,Streptococcus iniae,Streptococcus,strain QMA0248,,complete genome,1,0.00e+00,1170,1164,99.49%,0,4-1173,27559-26390
"gi|1216356827|gb|CP022392.1| Streptococcus iniae strain QMA0248, complete genome",2116570,CP022392.1,Streptococcus iniae,Streptococcus,strain QMA0248,,complete genome,1,0.00e+00,1170,1164,99.49%,0,4-1173,424613-423444
"gi|1216356827|gb|CP022392.1| Streptococcus iniae strain QMA0248, complete genome",2116570,CP022392.1,Streptococcus iniae,Streptococcus,strain QMA0248,,complete genome,1,0.00e+00,1170,1164,99.49%,0,4-1173,1543646-1544815
"gi|1216356827|gb|CP022392.1| Streptococcus iniae strain QMA0248, complete genome",2116570,CP022392.1,Streptococcus iniae,Streptococcus,strain QMA0248,,complete genome,1,0.00e+00,1170,1163,99.40%,0,4-1173,371563-370394
"gi|1216356827|gb|CP022392.1| Streptococcus iniae strain QMA0248, complete genome",2116570,CP022392.1,Streptococcus iniae,Streptococcus,strain QMA0248,,complete genome,1,0.00e+00,1170,1158,98.97%,0,4-1173,82904-81735
gi|2882741923|gb|CP121692.1| Streptococcus iniae strain SIKU01 chromosome,2091102,CP121692.1,Streptococcus iniae,Streptococcus,strain SIKU01,,,1,0.00e+00,1170,1164,99.49%,0,4-1173,27618-26449
gi|2882741923|gb|CP121692.1| Streptococcus iniae strain SIKU01 chromosome,2091102,CP121692.1,Streptococcus iniae,Streptococcus,strain SIKU01,,,1,0.00e+00,1170,1164,99.49%,0,4-1173,429758-428589
gi|2882741923|gb|CP121692.1| Streptococcus iniae strain SIKU01 chromosome,2091102,CP121692.1,Streptococcus iniae,Streptococcus,strain SIKU01,,,1,0.00e+00,1170,1164,99.49%,0,4-1173,1545343-1546512
gi|2882741923|gb|CP121692.1| Streptococcus iniae strain SIKU01 chromosome,2091102,CP121692.1,Streptococcus iniae,Streptococcus,strain SIKU01,,,1,0.00e+00,1170,1163,99.40%,0,4-1173,377794-376625
gi|2882741923|gb|CP121692.1| Streptococcus iniae strain SIKU01 chromosome,2091102,CP121692.1,Streptococcus iniae,Streptococcus,strain SIKU01,,,1,0.00e+00,1170,1158,98.97%,0,4-1173,86459-85290
"gi|2873046052|gb|PQ803353.1| Streptococcus iniae strain 24FBStr0066 16S ribosomal RNA gene, partial sequence",1460,PQ803353.1,Streptococcus iniae,Streptococcus,strain 24FBStr0066,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1170,1164,99.49%,0,4-1173,1444-275
"gi|1706971022|gb|MN194176.1| Streptococcus iniae strain UCD-S10D 16S ribosomal RNA gene, partial sequence",1500,MN194176.1,Streptococcus iniae,Streptococcus,strain UCD-S10D,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1170,1164,99.49%,0,4-1173,1464-295
"gi|2563029237|gb|CP132230.1| Streptococcus iniae strain BH15-2 chromosome, complete genome",2175659,CP132230.1,Streptococcus iniae,Streptococcus,strain BH15-2,,complete genome,1,0.00e+00,1170,1164,99.49%,0,4-1173,27443-26274
"gi|2563029237|gb|CP132230.1| Streptococcus iniae strain BH15-2 chromosome, complete genome",2175659,CP132230.1,Streptococcus iniae,Streptococcus,strain BH15-2,,complete genome,1,0.00e+00,1170,1164,99.49%,0,4-1173,84562-83393
"gi|2563029237|gb|CP132230.1| Streptococcus iniae strain BH15-2 chromosome, complete genome",2175659,CP132230.1,Streptococcus iniae,Streptococcus,strain BH15-2,,complete genome,1,0.00e+00,1170,1164,99.49%,0,4-1173,412646-411477
"gi|2563029237|gb|CP132230.1| Streptococcus iniae strain BH15-2 chromosome, complete genome",2175659,CP132230.1,Streptococcus iniae,Streptococcus,strain BH15-2,,complete genome,1,0.00e+00,1170,1164,99.49%,0,4-1173,1626399-1627568
"gi|2563029237|gb|CP132230.1| Streptococcus iniae strain BH15-2 chromosome, complete genome",2175659,CP132230.1,Streptococcus iniae,Streptococcus,strain BH15-2,,complete genome,1,0.00e+00,1170,1164,99.49%,0,4-1173,1857419-1858588
"gi|1706971021|gb|MN194175.1| Streptococcus iniae strain UCD-S10C 16S ribosomal RNA gene, partial sequence",1500,MN194175.1,Streptococcus iniae,Streptococcus,strain UCD-S10C,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1170,1164,99.49%,0,4-1173,1464-295
"gi|1566193410|dbj|LC378582.1| Streptococcus iniae CU/KSC4 gene for 16S ribosomal RNA, partial sequence",1510,LC378582.1,Streptococcus iniae,Streptococcus,,16S ribosomal RNA,partial sequence,1,0.00e+00,1170,1164,99.49%,0,4-1173,1470-301
"gi|2560545108|gb|OR418440.1| Streptococcus iniae strain AQAHMSi2 16S ribosomal RNA gene, partial sequence",1513,OR418440.1,Streptococcus iniae,Streptococcus,strain AQAHMSi2,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1170,1164,99.49%,0,4-1173,1470-301
"gi|1340847254|gb|MG912577.1| Streptococcus iniae strain SB1 16S ribosomal RNA gene, partial sequence",1458,MG912577.1,Streptococcus iniae,Streptococcus,strain SB1,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1170,1164,99.49%,0,4-1173,1439-270
"gi|2563027315|gb|CP132229.1| Streptococcus iniae strain BH16-24 chromosome, complete genome",2153918,CP132229.1,Streptococcus iniae,Streptococcus,strain BH16-24,,complete genome,1,0.00e+00,1170,1164,99.49%,0,4-1173,27443-26274
"gi|2563027315|gb|CP132229.1| Streptococcus iniae strain BH16-24 chromosome, complete genome",2153918,CP132229.1,Streptococcus iniae,Streptococcus,strain BH16-24,,complete genome,1,0.00e+00,1170,1164,99.49%,0,4-1173,33541-32372
"gi|2563027315|gb|CP132229.1| Streptococcus iniae strain BH16-24 chromosome, complete genome",2153918,CP132229.1,Streptococcus iniae,Streptococcus,strain BH16-24,,complete genome,1,0.00e+00,1170,1164,99.49%,0,4-1173,90660-89491
"gi|2563027315|gb|CP132229.1| Streptococcus iniae strain BH16-24 chromosome, complete genome",2153918,CP132229.1,Streptococcus iniae,Streptococcus,strain BH16-24,,complete genome,1,0.00e+00,1170,1164,99.49%,0,4-1173,419718-418549
"gi|2563027315|gb|CP132229.1| Streptococcus iniae strain BH16-24 chromosome, complete genome",2153918,CP132229.1,Streptococcus iniae,Streptococcus,strain BH16-24,,complete genome,1,0.00e+00,1170,1164,99.49%,0,4-1173,699043-697874
"gi|2563027315|gb|CP132229.1| Streptococcus iniae strain BH16-24 chromosome, complete genome",2153918,CP132229.1,Streptococcus iniae,Streptococcus,strain BH16-24,,complete genome,1,0.00e+00,1170,1164,99.49%,0,4-1173,1822332-1823501
"gi|2778655805|gb|CP162310.1| Streptococcus iniae strain ZQ2205 chromosome, complete genome",2128105,CP162310.1,Streptococcus iniae,Streptococcus,strain ZQ2205,,complete genome,1,0.00e+00,1170,1164,99.49%,0,4-1173,27447-26278
"gi|2778655805|gb|CP162310.1| Streptococcus iniae strain ZQ2205 chromosome, complete genome",2128105,CP162310.1,Streptococcus iniae,Streptococcus,strain ZQ2205,,complete genome,1,0.00e+00,1170,1164,99.49%,0,4-1173,33545-32376
"gi|2778655805|gb|CP162310.1| Streptococcus iniae strain ZQ2205 chromosome, complete genome",2128105,CP162310.1,Streptococcus iniae,Streptococcus,strain ZQ2205,,complete genome,1,0.00e+00,1170,1164,99.49%,0,4-1173,89976-88807
"gi|2778655805|gb|CP162310.1| Streptococcus iniae strain ZQ2205 chromosome, complete genome",2128105,CP162310.1,Streptococcus iniae,Streptococcus,strain ZQ2205,,complete genome,1,0.00e+00,1170,1164,99.49%,0,4-1173,384204-383035
"gi|2778655805|gb|CP162310.1| Streptococcus iniae strain ZQ2205 chromosome, complete genome",2128105,CP162310.1,Streptococcus iniae,Streptococcus,strain ZQ2205,,complete genome,1,0.00e+00,1170,1164,99.49%,0,4-1173,436166-434997
"gi|2778655805|gb|CP162310.1| Streptococcus iniae strain ZQ2205 chromosome, complete genome",2128105,CP162310.1,Streptococcus iniae,Streptococcus,strain ZQ2205,,complete genome,1,0.00e+00,1170,1164,99.49%,0,4-1173,1563135-1564304
