标题,长度,访问号,物种,属名,菌株,基因类型,序列类型,高得分片段对(HSPs),E值,比对长度,相同碱基数,相似度,缺口数,查询起始-结束,命中起始-结束
"gi|309954278|gb|HM779493.1| Uncultured bacterium clone JFR0502_aaa23h08 16S ribosomal RNA gene, partial sequence",1454,HM779493.1,Uncultured bacterium,Uncultured,clone JFR0502_aaa23h08,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1116,1111,99.55%,1,6-1120,1432-317
"gi|309953496|gb|HM778711.1| Uncultured bacterium clone JFR0501_aaa08e11 16S ribosomal RNA gene, partial sequence",1454,HM778711.1,Uncultured bacterium,Uncultured,clone JFR0501_aaa08e11,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1116,1111,99.55%,1,6-1120,1433-318
"gi|1834242738|gb|MT368009.1| Plesiomonas shigelloides strain 190718 16S ribosomal RNA gene, partial sequence",1452,MT368009.1,Plesiomonas shigelloides,Plesiomonas,strain 190718,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1116,1111,99.55%,1,6-1120,1441-326
"gi|309953752|gb|HM778967.1| Uncultured bacterium clone JFR0502_aaa11d06 16S ribosomal RNA gene, partial sequence",1459,HM778967.1,Uncultured bacterium,Uncultured,clone JFR0502_aaa11d06,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1116,1111,99.55%,1,6-1120,1452-337
"gi|1370756710|gb|CP027852.1| Plesiomonas shigelloides strain MS-17-188 chromosome, complete genome",3505422,CP027852.1,Plesiomonas shigelloides,Plesiomonas,strain MS-17-188,,complete genome,1,0.00e+00,1116,1111,99.55%,1,6-1120,1709579-1710694
"gi|1370756710|gb|CP027852.1| Plesiomonas shigelloides strain MS-17-188 chromosome, complete genome",3505422,CP027852.1,Plesiomonas shigelloides,Plesiomonas,strain MS-17-188,,complete genome,1,0.00e+00,1116,1111,99.55%,1,6-1120,1856708-1857823
"gi|1370756710|gb|CP027852.1| Plesiomonas shigelloides strain MS-17-188 chromosome, complete genome",3505422,CP027852.1,Plesiomonas shigelloides,Plesiomonas,strain MS-17-188,,complete genome,1,0.00e+00,1116,1110,99.46%,1,6-1120,2493823-2492708
"gi|1370756710|gb|CP027852.1| Plesiomonas shigelloides strain MS-17-188 chromosome, complete genome",3505422,CP027852.1,Plesiomonas shigelloides,Plesiomonas,strain MS-17-188,,complete genome,1,0.00e+00,1116,1110,99.46%,1,6-1120,3116797-3115682
"gi|1370756710|gb|CP027852.1| Plesiomonas shigelloides strain MS-17-188 chromosome, complete genome",3505422,CP027852.1,Plesiomonas shigelloides,Plesiomonas,strain MS-17-188,,complete genome,1,0.00e+00,1116,1109,99.37%,1,6-1120,185250-184135
"gi|1370756710|gb|CP027852.1| Plesiomonas shigelloides strain MS-17-188 chromosome, complete genome",3505422,CP027852.1,Plesiomonas shigelloides,Plesiomonas,strain MS-17-188,,complete genome,1,0.00e+00,1116,1109,99.37%,1,6-1120,2062243-2063358
"gi|1370756710|gb|CP027852.1| Plesiomonas shigelloides strain MS-17-188 chromosome, complete genome",3505422,CP027852.1,Plesiomonas shigelloides,Plesiomonas,strain MS-17-188,,complete genome,1,0.00e+00,1116,1109,99.37%,1,6-1120,2432763-2431648
"gi|1370756710|gb|CP027852.1| Plesiomonas shigelloides strain MS-17-188 chromosome, complete genome",3505422,CP027852.1,Plesiomonas shigelloides,Plesiomonas,strain MS-17-188,,complete genome,1,0.00e+00,1116,1109,99.37%,1,6-1120,2499456-2498341
"gi|1370756710|gb|CP027852.1| Plesiomonas shigelloides strain MS-17-188 chromosome, complete genome",3505422,CP027852.1,Plesiomonas shigelloides,Plesiomonas,strain MS-17-188,,complete genome,1,0.00e+00,1116,1109,99.37%,1,6-1120,2676157-2675042
"gi|1370756710|gb|CP027852.1| Plesiomonas shigelloides strain MS-17-188 chromosome, complete genome",3505422,CP027852.1,Plesiomonas shigelloides,Plesiomonas,strain MS-17-188,,complete genome,1,0.00e+00,1116,1109,99.37%,1,6-1120,2686738-2685623
"gi|1370756710|gb|CP027852.1| Plesiomonas shigelloides strain MS-17-188 chromosome, complete genome",3505422,CP027852.1,Plesiomonas shigelloides,Plesiomonas,strain MS-17-188,,complete genome,1,0.00e+00,1116,1109,99.37%,1,6-1120,2703923-2702808
"gi|1370756710|gb|CP027852.1| Plesiomonas shigelloides strain MS-17-188 chromosome, complete genome",3505422,CP027852.1,Plesiomonas shigelloides,Plesiomonas,strain MS-17-188,,complete genome,1,0.00e+00,1116,1108,99.28%,1,6-1120,2474839-2473724
"gi|1370756710|gb|CP027852.1| Plesiomonas shigelloides strain MS-17-188 chromosome, complete genome",3505422,CP027852.1,Plesiomonas shigelloides,Plesiomonas,strain MS-17-188,,complete genome,1,0.00e+00,1116,1111,99.55%,1,6-1120,1709579-1710694
"gi|1370756710|gb|CP027852.1| Plesiomonas shigelloides strain MS-17-188 chromosome, complete genome",3505422,CP027852.1,Plesiomonas shigelloides,Plesiomonas,strain MS-17-188,,complete genome,1,0.00e+00,1116,1111,99.55%,1,6-1120,1856708-1857823
"gi|1370756710|gb|CP027852.1| Plesiomonas shigelloides strain MS-17-188 chromosome, complete genome",3505422,CP027852.1,Plesiomonas shigelloides,Plesiomonas,strain MS-17-188,,complete genome,1,0.00e+00,1116,1110,99.46%,1,6-1120,2493823-2492708
"gi|1370756710|gb|CP027852.1| Plesiomonas shigelloides strain MS-17-188 chromosome, complete genome",3505422,CP027852.1,Plesiomonas shigelloides,Plesiomonas,strain MS-17-188,,complete genome,1,0.00e+00,1116,1110,99.46%,1,6-1120,3116797-3115682
"gi|1370756710|gb|CP027852.1| Plesiomonas shigelloides strain MS-17-188 chromosome, complete genome",3505422,CP027852.1,Plesiomonas shigelloides,Plesiomonas,strain MS-17-188,,complete genome,1,0.00e+00,1116,1109,99.37%,1,6-1120,185250-184135
"gi|1370756710|gb|CP027852.1| Plesiomonas shigelloides strain MS-17-188 chromosome, complete genome",3505422,CP027852.1,Plesiomonas shigelloides,Plesiomonas,strain MS-17-188,,complete genome,1,0.00e+00,1116,1109,99.37%,1,6-1120,2062243-2063358
"gi|1370756710|gb|CP027852.1| Plesiomonas shigelloides strain MS-17-188 chromosome, complete genome",3505422,CP027852.1,Plesiomonas shigelloides,Plesiomonas,strain MS-17-188,,complete genome,1,0.00e+00,1116,1109,99.37%,1,6-1120,2432763-2431648
"gi|1370756710|gb|CP027852.1| Plesiomonas shigelloides strain MS-17-188 chromosome, complete genome",3505422,CP027852.1,Plesiomonas shigelloides,Plesiomonas,strain MS-17-188,,complete genome,1,0.00e+00,1116,1109,99.37%,1,6-1120,2499456-2498341
"gi|1370756710|gb|CP027852.1| Plesiomonas shigelloides strain MS-17-188 chromosome, complete genome",3505422,CP027852.1,Plesiomonas shigelloides,Plesiomonas,strain MS-17-188,,complete genome,1,0.00e+00,1116,1109,99.37%,1,6-1120,2676157-2675042
"gi|1370756710|gb|CP027852.1| Plesiomonas shigelloides strain MS-17-188 chromosome, complete genome",3505422,CP027852.1,Plesiomonas shigelloides,Plesiomonas,strain MS-17-188,,complete genome,1,0.00e+00,1116,1109,99.37%,1,6-1120,2686738-2685623
"gi|1370756710|gb|CP027852.1| Plesiomonas shigelloides strain MS-17-188 chromosome, complete genome",3505422,CP027852.1,Plesiomonas shigelloides,Plesiomonas,strain MS-17-188,,complete genome,1,0.00e+00,1116,1109,99.37%,1,6-1120,2703923-2702808
"gi|1370756710|gb|CP027852.1| Plesiomonas shigelloides strain MS-17-188 chromosome, complete genome",3505422,CP027852.1,Plesiomonas shigelloides,Plesiomonas,strain MS-17-188,,complete genome,1,0.00e+00,1116,1108,99.28%,1,6-1120,2474839-2473724
gi|2050160876|gb|CP076372.1| Plesiomonas shigelloides strain Colony13 chromosome,3406079,CP076372.1,Plesiomonas shigelloides,Plesiomonas,strain Colony13,,,1,0.00e+00,1116,1111,99.55%,1,6-1120,333709-332594
gi|2050160876|gb|CP076372.1| Plesiomonas shigelloides strain Colony13 chromosome,3406079,CP076372.1,Plesiomonas shigelloides,Plesiomonas,strain Colony13,,,1,0.00e+00,1116,1110,99.46%,1,6-1120,3105245-3106360
gi|2050160876|gb|CP076372.1| Plesiomonas shigelloides strain Colony13 chromosome,3406079,CP076372.1,Plesiomonas shigelloides,Plesiomonas,strain Colony13,,,1,0.00e+00,1116,1110,99.46%,1,6-1120,3348371-3349486
gi|2050160876|gb|CP076372.1| Plesiomonas shigelloides strain Colony13 chromosome,3406079,CP076372.1,Plesiomonas shigelloides,Plesiomonas,strain Colony13,,,1,0.00e+00,1116,1109,99.37%,1,6-1120,2140679-2141794
gi|2050160876|gb|CP076372.1| Plesiomonas shigelloides strain Colony13 chromosome,3406079,CP076372.1,Plesiomonas shigelloides,Plesiomonas,strain Colony13,,,1,0.00e+00,1116,1109,99.37%,1,6-1120,3077207-3078322
gi|2050160876|gb|CP076372.1| Plesiomonas shigelloides strain Colony13 chromosome,3406079,CP076372.1,Plesiomonas shigelloides,Plesiomonas,strain Colony13,,,1,0.00e+00,1116,1109,99.37%,1,6-1120,3287285-3288400
gi|2050160876|gb|CP076372.1| Plesiomonas shigelloides strain Colony13 chromosome,3406079,CP076372.1,Plesiomonas shigelloides,Plesiomonas,strain Colony13,,,1,0.00e+00,1116,1109,99.37%,1,6-1120,3306291-3307406
gi|2050160876|gb|CP076372.1| Plesiomonas shigelloides strain Colony13 chromosome,3406079,CP076372.1,Plesiomonas shigelloides,Plesiomonas,strain Colony13,,,1,0.00e+00,1116,1097,98.30%,1,6-1120,535239-534124
gi|2050160876|gb|CP076372.1| Plesiomonas shigelloides strain Colony13 chromosome,3406079,CP076372.1,Plesiomonas shigelloides,Plesiomonas,strain Colony13,,,1,0.00e+00,643,639,99.38%,0,478-1120,658069-657427
gi|2050160876|gb|CP076372.1| Plesiomonas shigelloides strain Colony13 chromosome,3406079,CP076372.1,Plesiomonas shigelloides,Plesiomonas,strain Colony13,,,1,0.00e+00,643,637,99.07%,0,478-1120,3088488-3089130
gi|2050160876|gb|CP076372.1| Plesiomonas shigelloides strain Colony13 chromosome,3406079,CP076372.1,Plesiomonas shigelloides,Plesiomonas,strain Colony13,,,1,0.00e+00,643,626,97.36%,0,478-1120,2695068-2695710
gi|2050160876|gb|CP076372.1| Plesiomonas shigelloides strain Colony13 chromosome,3406079,CP076372.1,Plesiomonas shigelloides,Plesiomonas,strain Colony13,,,1,0.00e+00,434,433,99.77%,1,6-438,658542-658109
gi|2050160876|gb|CP076372.1| Plesiomonas shigelloides strain Colony13 chromosome,3406079,CP076372.1,Plesiomonas shigelloides,Plesiomonas,strain Colony13,,,1,0.00e+00,434,433,99.77%,1,6-438,2694595-2695028
gi|2050160876|gb|CP076372.1| Plesiomonas shigelloides strain Colony13 chromosome,3406079,CP076372.1,Plesiomonas shigelloides,Plesiomonas,strain Colony13,,,1,0.00e+00,434,433,99.77%,1,6-438,3088015-3088448
gi|2050160876|gb|CP076372.1| Plesiomonas shigelloides strain Colony13 chromosome,3406079,CP076372.1,Plesiomonas shigelloides,Plesiomonas,strain Colony13,,,1,0.00e+00,1116,1111,99.55%,1,6-1120,333709-332594
gi|2050160876|gb|CP076372.1| Plesiomonas shigelloides strain Colony13 chromosome,3406079,CP076372.1,Plesiomonas shigelloides,Plesiomonas,strain Colony13,,,1,0.00e+00,1116,1110,99.46%,1,6-1120,3105245-3106360
gi|2050160876|gb|CP076372.1| Plesiomonas shigelloides strain Colony13 chromosome,3406079,CP076372.1,Plesiomonas shigelloides,Plesiomonas,strain Colony13,,,1,0.00e+00,1116,1110,99.46%,1,6-1120,3348371-3349486
gi|2050160876|gb|CP076372.1| Plesiomonas shigelloides strain Colony13 chromosome,3406079,CP076372.1,Plesiomonas shigelloides,Plesiomonas,strain Colony13,,,1,0.00e+00,1116,1109,99.37%,1,6-1120,2140679-2141794
gi|2050160876|gb|CP076372.1| Plesiomonas shigelloides strain Colony13 chromosome,3406079,CP076372.1,Plesiomonas shigelloides,Plesiomonas,strain Colony13,,,1,0.00e+00,1116,1109,99.37%,1,6-1120,3077207-3078322
gi|2050160876|gb|CP076372.1| Plesiomonas shigelloides strain Colony13 chromosome,3406079,CP076372.1,Plesiomonas shigelloides,Plesiomonas,strain Colony13,,,1,0.00e+00,1116,1109,99.37%,1,6-1120,3287285-3288400
gi|2050160876|gb|CP076372.1| Plesiomonas shigelloides strain Colony13 chromosome,3406079,CP076372.1,Plesiomonas shigelloides,Plesiomonas,strain Colony13,,,1,0.00e+00,1116,1109,99.37%,1,6-1120,3306291-3307406
gi|2050160876|gb|CP076372.1| Plesiomonas shigelloides strain Colony13 chromosome,3406079,CP076372.1,Plesiomonas shigelloides,Plesiomonas,strain Colony13,,,1,0.00e+00,1116,1097,98.30%,1,6-1120,535239-534124
gi|2050160876|gb|CP076372.1| Plesiomonas shigelloides strain Colony13 chromosome,3406079,CP076372.1,Plesiomonas shigelloides,Plesiomonas,strain Colony13,,,1,0.00e+00,643,639,99.38%,0,478-1120,658069-657427
gi|2050160876|gb|CP076372.1| Plesiomonas shigelloides strain Colony13 chromosome,3406079,CP076372.1,Plesiomonas shigelloides,Plesiomonas,strain Colony13,,,1,0.00e+00,643,637,99.07%,0,478-1120,3088488-3089130
gi|2050160876|gb|CP076372.1| Plesiomonas shigelloides strain Colony13 chromosome,3406079,CP076372.1,Plesiomonas shigelloides,Plesiomonas,strain Colony13,,,1,0.00e+00,643,626,97.36%,0,478-1120,2695068-2695710
gi|2050160876|gb|CP076372.1| Plesiomonas shigelloides strain Colony13 chromosome,3406079,CP076372.1,Plesiomonas shigelloides,Plesiomonas,strain Colony13,,,1,0.00e+00,434,433,99.77%,1,6-438,658542-658109
gi|2050160876|gb|CP076372.1| Plesiomonas shigelloides strain Colony13 chromosome,3406079,CP076372.1,Plesiomonas shigelloides,Plesiomonas,strain Colony13,,,1,0.00e+00,434,433,99.77%,1,6-438,2694595-2695028
gi|2050160876|gb|CP076372.1| Plesiomonas shigelloides strain Colony13 chromosome,3406079,CP076372.1,Plesiomonas shigelloides,Plesiomonas,strain Colony13,,,1,0.00e+00,434,433,99.77%,1,6-438,3088015-3088448
gi|2050142930|gb|CP076371.1| Plesiomonas shigelloides strain Colony20 chromosome,3406079,CP076371.1,Plesiomonas shigelloides,Plesiomonas,strain Colony20,,,1,0.00e+00,1116,1111,99.55%,1,6-1120,333709-332594
gi|2050142930|gb|CP076371.1| Plesiomonas shigelloides strain Colony20 chromosome,3406079,CP076371.1,Plesiomonas shigelloides,Plesiomonas,strain Colony20,,,1,0.00e+00,1116,1110,99.46%,1,6-1120,3105245-3106360
gi|2050142930|gb|CP076371.1| Plesiomonas shigelloides strain Colony20 chromosome,3406079,CP076371.1,Plesiomonas shigelloides,Plesiomonas,strain Colony20,,,1,0.00e+00,1116,1110,99.46%,1,6-1120,3348371-3349486
gi|2050142930|gb|CP076371.1| Plesiomonas shigelloides strain Colony20 chromosome,3406079,CP076371.1,Plesiomonas shigelloides,Plesiomonas,strain Colony20,,,1,0.00e+00,1116,1109,99.37%,1,6-1120,2140679-2141794
gi|2050142930|gb|CP076371.1| Plesiomonas shigelloides strain Colony20 chromosome,3406079,CP076371.1,Plesiomonas shigelloides,Plesiomonas,strain Colony20,,,1,0.00e+00,1116,1109,99.37%,1,6-1120,658542-657427
gi|2050142930|gb|CP076371.1| Plesiomonas shigelloides strain Colony20 chromosome,3406079,CP076371.1,Plesiomonas shigelloides,Plesiomonas,strain Colony20,,,1,0.00e+00,1116,1109,99.37%,1,6-1120,3077207-3078322
gi|2050142930|gb|CP076371.1| Plesiomonas shigelloides strain Colony20 chromosome,3406079,CP076371.1,Plesiomonas shigelloides,Plesiomonas,strain Colony20,,,1,0.00e+00,1116,1109,99.37%,1,6-1120,3287285-3288400
gi|2050142930|gb|CP076371.1| Plesiomonas shigelloides strain Colony20 chromosome,3406079,CP076371.1,Plesiomonas shigelloides,Plesiomonas,strain Colony20,,,1,0.00e+00,1116,1109,99.37%,1,6-1120,3306291-3307406
gi|2050142930|gb|CP076371.1| Plesiomonas shigelloides strain Colony20 chromosome,3406079,CP076371.1,Plesiomonas shigelloides,Plesiomonas,strain Colony20,,,1,0.00e+00,1116,1108,99.28%,1,6-1120,2694595-2695710
gi|2050142930|gb|CP076371.1| Plesiomonas shigelloides strain Colony20 chromosome,3406079,CP076371.1,Plesiomonas shigelloides,Plesiomonas,strain Colony20,,,1,0.00e+00,1116,1107,99.19%,1,6-1120,535239-534124
gi|2050142930|gb|CP076371.1| Plesiomonas shigelloides strain Colony20 chromosome,3406079,CP076371.1,Plesiomonas shigelloides,Plesiomonas,strain Colony20,,,1,0.00e+00,1116,1107,99.19%,1,6-1120,3088015-3089130
"gi|2519783234|gb|OR138057.1| Plesiomonas shigelloides strain ThlvkrLrS3 16S ribosomal RNA gene, partial sequence",1487,OR138057.1,Plesiomonas shigelloides,Plesiomonas,strain ThlvkrLrS3,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1116,1111,99.55%,1,6-1120,1455-340
