标题,长度,访问号,物种,属名,菌株,基因类型,序列类型,高得分片段对(HSPs),E值,比对长度,相同碱基数,相似度,缺口数,查询起始-结束,命中起始-结束
"gi|2563029237|gb|CP132230.1| Streptococcus iniae strain BH15-2 chromosome, complete genome",2175659,CP132230.1,Streptococcus iniae,Streptococcus,strain BH15-2,,complete genome,1,0.00e+00,1158,1153,99.57%,2,7-1162,1626399-1627556
"gi|2563029237|gb|CP132230.1| Streptococcus iniae strain BH15-2 chromosome, complete genome",2175659,CP132230.1,Streptococcus iniae,Streptococcus,strain BH15-2,,complete genome,1,0.00e+00,1158,1153,99.57%,2,7-1162,1857419-1858576
"gi|1706971021|gb|MN194175.1| Streptococcus iniae strain UCD-S10C 16S ribosomal RNA gene, partial sequence",1500,MN194175.1,Streptococcus iniae,Streptococcus,strain UCD-S10C,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1158,1153,99.57%,2,7-1162,1464-307
"gi|1566193410|dbj|LC378582.1| Streptococcus iniae CU/KSC4 gene for 16S ribosomal RNA, partial sequence",1510,LC378582.1,Streptococcus iniae,Streptococcus,,16S ribosomal RNA,partial sequence,1,0.00e+00,1158,1153,99.57%,2,7-1162,1470-313
"gi|2560545108|gb|OR418440.1| Streptococcus iniae strain AQAHMSi2 16S ribosomal RNA gene, partial sequence",1513,OR418440.1,Streptococcus iniae,Streptococcus,strain AQAHMSi2,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1158,1153,99.57%,2,7-1162,1470-313
"gi|1340847254|gb|MG912577.1| Streptococcus iniae strain SB1 16S ribosomal RNA gene, partial sequence",1458,MG912577.1,Streptococcus iniae,Streptococcus,strain SB1,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1158,1153,99.57%,2,7-1162,1439-282
"gi|2563027315|gb|CP132229.1| Streptococcus iniae strain BH16-24 chromosome, complete genome",2153918,CP132229.1,Streptococcus iniae,Streptococcus,strain BH16-24,,complete genome,1,0.00e+00,1158,1153,99.57%,2,7-1162,27443-26286
"gi|2563027315|gb|CP132229.1| Streptococcus iniae strain BH16-24 chromosome, complete genome",2153918,CP132229.1,Streptococcus iniae,Streptococcus,strain BH16-24,,complete genome,1,0.00e+00,1158,1153,99.57%,2,7-1162,33541-32384
"gi|2563027315|gb|CP132229.1| Streptococcus iniae strain BH16-24 chromosome, complete genome",2153918,CP132229.1,Streptococcus iniae,Streptococcus,strain BH16-24,,complete genome,1,0.00e+00,1158,1153,99.57%,2,7-1162,90660-89503
"gi|2563027315|gb|CP132229.1| Streptococcus iniae strain BH16-24 chromosome, complete genome",2153918,CP132229.1,Streptococcus iniae,Streptococcus,strain BH16-24,,complete genome,1,0.00e+00,1158,1153,99.57%,2,7-1162,419718-418561
"gi|2563027315|gb|CP132229.1| Streptococcus iniae strain BH16-24 chromosome, complete genome",2153918,CP132229.1,Streptococcus iniae,Streptococcus,strain BH16-24,,complete genome,1,0.00e+00,1158,1153,99.57%,2,7-1162,699043-697886
"gi|2563027315|gb|CP132229.1| Streptococcus iniae strain BH16-24 chromosome, complete genome",2153918,CP132229.1,Streptococcus iniae,Streptococcus,strain BH16-24,,complete genome,1,0.00e+00,1158,1153,99.57%,2,7-1162,1822332-1823489
"gi|2778655805|gb|CP162310.1| Streptococcus iniae strain ZQ2205 chromosome, complete genome",2128105,CP162310.1,Streptococcus iniae,Streptococcus,strain ZQ2205,,complete genome,1,0.00e+00,1158,1153,99.57%,2,7-1162,27447-26290
"gi|2778655805|gb|CP162310.1| Streptococcus iniae strain ZQ2205 chromosome, complete genome",2128105,CP162310.1,Streptococcus iniae,Streptococcus,strain ZQ2205,,complete genome,1,0.00e+00,1158,1153,99.57%,2,7-1162,33545-32388
"gi|2778655805|gb|CP162310.1| Streptococcus iniae strain ZQ2205 chromosome, complete genome",2128105,CP162310.1,Streptococcus iniae,Streptococcus,strain ZQ2205,,complete genome,1,0.00e+00,1158,1153,99.57%,2,7-1162,89976-88819
"gi|2778655805|gb|CP162310.1| Streptococcus iniae strain ZQ2205 chromosome, complete genome",2128105,CP162310.1,Streptococcus iniae,Streptococcus,strain ZQ2205,,complete genome,1,0.00e+00,1158,1153,99.57%,2,7-1162,384204-383047
"gi|2778655805|gb|CP162310.1| Streptococcus iniae strain ZQ2205 chromosome, complete genome",2128105,CP162310.1,Streptococcus iniae,Streptococcus,strain ZQ2205,,complete genome,1,0.00e+00,1158,1153,99.57%,2,7-1162,436166-435009
"gi|2778655805|gb|CP162310.1| Streptococcus iniae strain ZQ2205 chromosome, complete genome",2128105,CP162310.1,Streptococcus iniae,Streptococcus,strain ZQ2205,,complete genome,1,0.00e+00,1158,1153,99.57%,2,7-1162,1563135-1564292
