标题,长度,访问号,物种,属名,菌株,基因类型,序列类型,高得分片段对(HSPs),E值,比对长度,相同碱基数,相似度,缺口数,查询起始-结束,命中起始-结束
"gi|1958254739|gb|CP068195.1| Acinetobacter johnsonii strain FDAARGOS_1093 chromosome, complete genome",3633703,CP068195.1,Acinetobacter johnsonii,Acinetobacter,strain FDAARGOS_1093,,complete genome,1,0.00e+00,1145,1137,99.30%,1,4-1147,3060714-3061858
"gi|2568301216|gb|CP121776.1| Acinetobacter johnsonii strain AYTCM chromosome, complete genome",3567832,CP121776.1,Acinetobacter johnsonii,Acinetobacter,strain AYTCM,,complete genome,1,0.00e+00,1145,1139,99.48%,1,4-1147,791824-792968
"gi|2568301216|gb|CP121776.1| Acinetobacter johnsonii strain AYTCM chromosome, complete genome",3567832,CP121776.1,Acinetobacter johnsonii,Acinetobacter,strain AYTCM,,complete genome,1,0.00e+00,1145,1139,99.48%,1,4-1147,931943-933087
"gi|2568301216|gb|CP121776.1| Acinetobacter johnsonii strain AYTCM chromosome, complete genome",3567832,CP121776.1,Acinetobacter johnsonii,Acinetobacter,strain AYTCM,,complete genome,1,0.00e+00,1145,1139,99.48%,1,4-1147,3345304-3346448
"gi|2568301216|gb|CP121776.1| Acinetobacter johnsonii strain AYTCM chromosome, complete genome",3567832,CP121776.1,Acinetobacter johnsonii,Acinetobacter,strain AYTCM,,complete genome,1,0.00e+00,1145,1137,99.30%,1,4-1147,1378336-1379480
"gi|2568301216|gb|CP121776.1| Acinetobacter johnsonii strain AYTCM chromosome, complete genome",3567832,CP121776.1,Acinetobacter johnsonii,Acinetobacter,strain AYTCM,,complete genome,1,0.00e+00,1145,1137,99.30%,1,4-1147,1458477-1457333
"gi|2568301216|gb|CP121776.1| Acinetobacter johnsonii strain AYTCM chromosome, complete genome",3567832,CP121776.1,Acinetobacter johnsonii,Acinetobacter,strain AYTCM,,complete genome,1,0.00e+00,1145,1135,99.13%,1,4-1147,1674104-1672960
"gi|2568301216|gb|CP121776.1| Acinetobacter johnsonii strain AYTCM chromosome, complete genome",3567832,CP121776.1,Acinetobacter johnsonii,Acinetobacter,strain AYTCM,,complete genome,1,0.00e+00,1145,1135,99.13%,1,4-1147,2170288-2169144
"gi|2278057726|gb|OP102622.1| Acinetobacter sp. strain GTL2_4_RN3 16S ribosomal RNA gene, partial sequence",1437,OP102622.1,Acinetobacter sp,Acinetobacter,strain GTL2_4_RN3,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1144,1138,99.48%,0,4-1147,1430-287
gi|1771903843|emb|LR640808.1| uncultured bacterium partial 16S rRNA gene,1460,LR640808.1,,,,16S rRNA gene,partial 16S rRNA gene,1,0.00e+00,1145,1139,99.48%,1,4-1147,1442-298
"gi|2095265920|gb|OK136216.1| Acinetobacter oryzae strain YL-135 16S ribosomal RNA gene, partial sequence",1446,OK136216.1,Acinetobacter oryzae,Acinetobacter,strain YL-135,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1147,1140,99.39%,0,1-1147,1441-295
"gi|1957463421|gb|MW485749.1| Acinetobacter johnsonii strain Xh-12 16S ribosomal RNA gene, partial sequence",1437,MW485749.1,Acinetobacter johnsonii,Acinetobacter,strain Xh-12,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1144,1138,99.48%,0,4-1147,1431-288
"gi|2456158263|gb|CP119200.1| Acinetobacter johnsonii strain AJ572 chromosome, complete genome",3237641,CP119200.1,Acinetobacter johnsonii,Acinetobacter,strain AJ572,,complete genome,1,0.00e+00,1145,1139,99.48%,1,4-1147,169659-170803
"gi|2456158263|gb|CP119200.1| Acinetobacter johnsonii strain AJ572 chromosome, complete genome",3237641,CP119200.1,Acinetobacter johnsonii,Acinetobacter,strain AJ572,,complete genome,1,0.00e+00,1145,1137,99.30%,2,4-1147,1759613-1758470
"gi|2456158263|gb|CP119200.1| Acinetobacter johnsonii strain AJ572 chromosome, complete genome",3237641,CP119200.1,Acinetobacter johnsonii,Acinetobacter,strain AJ572,,complete genome,1,0.00e+00,1145,1136,99.21%,3,4-1147,1074834-1075976
"gi|2456158263|gb|CP119200.1| Acinetobacter johnsonii strain AJ572 chromosome, complete genome",3237641,CP119200.1,Acinetobacter johnsonii,Acinetobacter,strain AJ572,,complete genome,1,0.00e+00,1145,1136,99.21%,3,4-1147,1553403-1554545
"gi|2456158263|gb|CP119200.1| Acinetobacter johnsonii strain AJ572 chromosome, complete genome",3237641,CP119200.1,Acinetobacter johnsonii,Acinetobacter,strain AJ572,,complete genome,1,0.00e+00,1145,1133,98.95%,2,4-1147,1707230-1708373
"gi|2456158263|gb|CP119200.1| Acinetobacter johnsonii strain AJ572 chromosome, complete genome",3237641,CP119200.1,Acinetobacter johnsonii,Acinetobacter,strain AJ572,,complete genome,1,0.00e+00,1145,1133,98.95%,2,4-1147,2225024-2223881
"gi|2456158263|gb|CP119200.1| Acinetobacter johnsonii strain AJ572 chromosome, complete genome",3237641,CP119200.1,Acinetobacter johnsonii,Acinetobacter,strain AJ572,,complete genome,1,0.00e+00,1145,1132,98.86%,3,4-1147,2360880-2359738
gi|1771899979|emb|LR637017.1| uncultured bacterium partial 16S rRNA gene,1496,LR637017.1,,,,16S rRNA gene,partial 16S rRNA gene,1,0.00e+00,1145,1139,99.48%,1,4-1147,1462-318
gi|1771871899|emb|LR646887.1| uncultured bacterium partial 16S rRNA gene,1460,LR646887.1,,,,16S rRNA gene,partial 16S rRNA gene,1,0.00e+00,1145,1139,99.48%,1,4-1147,1442-298
