标题,长度,访问号,物种,属名,菌株,基因类型,序列类型,高得分片段对(HSPs),E值,比对长度,相同碱基数,相似度,缺口数,查询起始-结束,命中起始-结束
"gi|2239583246|gb|ON520890.1| Staphylococcus sp. strain Y7 16S ribosomal RNA gene, partial sequence",1436,ON520890.1,Staphylococcus sp,Staphylococcus,strain Y7,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1071,1069,99.81%,1,5-1074,1435-365
"gi|1546602873|gb|MH151279.1| Bacterium strain MTL7-22 16S ribosomal RNA gene, partial sequence",1443,MH151279.1,Bacterium,Bacterium,strain MTL7-22,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1074,1071,99.72%,1,2-1074,1442-369
"gi|3027969458|gb|PV961172.1| Staphylococcus epidermidis strain TRM59599 16S ribosomal RNA gene, partial sequence",1449,PV961172.1,Staphylococcus epidermidis,Staphylococcus,strain TRM59599,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1074,1071,99.72%,2,2-1074,1447-375
"gi|2871837804|gb|PQ781376.1| Staphylococcus epidermidis strain LG312 16S ribosomal RNA gene, partial sequence",1445,PQ781376.1,Staphylococcus epidermidis,Staphylococcus,strain LG312,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1074,1071,99.72%,1,2-1074,1445-372
"gi|1752957193|gb|MN519627.1| Staphylococcus sp. strain NAS4 16S ribosomal RNA gene, partial sequence",1462,MN519627.1,Staphylococcus sp,Staphylococcus,strain NAS4,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1074,1071,99.72%,2,2-1074,1459-387
"gi|1395972473|gb|MH447045.1| Staphylococcus epidermidis strain L0021-06R 16S ribosomal RNA gene, partial sequence",1240,MH447045.1,Staphylococcus epidermidis,Staphylococcus,strain L0021-06R,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1074,1071,99.72%,2,2-1074,1236-164
"gi|2866862141|gb|CP064557.1| Staphylococcus epidermidis strain UMCG362 chromosome, complete genome",2782639,CP064557.1,Staphylococcus epidermidis,Staphylococcus,strain UMCG362,,complete genome,1,0.00e+00,1070,1068,99.81%,1,6-1074,232313-231244
"gi|2866862141|gb|CP064557.1| Staphylococcus epidermidis strain UMCG362 chromosome, complete genome",2782639,CP064557.1,Staphylococcus epidermidis,Staphylococcus,strain UMCG362,,complete genome,1,0.00e+00,1070,1067,99.72%,1,6-1074,187673-186604
"gi|2866862141|gb|CP064557.1| Staphylococcus epidermidis strain UMCG362 chromosome, complete genome",2782639,CP064557.1,Staphylococcus epidermidis,Staphylococcus,strain UMCG362,,complete genome,1,0.00e+00,1067,1065,99.81%,1,6-1071,1647000-1648066
"gi|2866862141|gb|CP064557.1| Staphylococcus epidermidis strain UMCG362 chromosome, complete genome",2782639,CP064557.1,Staphylococcus epidermidis,Staphylococcus,strain UMCG362,,complete genome,1,0.00e+00,1067,1064,99.72%,1,6-1071,1916953-1918019
"gi|2866862141|gb|CP064557.1| Staphylococcus epidermidis strain UMCG362 chromosome, complete genome",2782639,CP064557.1,Staphylococcus epidermidis,Staphylococcus,strain UMCG362,,complete genome,1,0.00e+00,1067,1064,99.72%,1,6-1071,2006276-2007342
